〔日経２２５〕,　〔１分足〕,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,　〔３分足〕,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,　〔５分足〕,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,　〔１０分足〕,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,　〔１５分足〕,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,　〔２０分足〕,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,　〔３０分足〕,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,　〔６０分足〕,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,　〔日中足〕,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,　〔夜間足〕,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69
,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高
21/02/05,8:45,28630,28640,28620,28630,503,,8:45,28630,28640,28620,28640,615,,8:45,28630,28640,28620,28630,782,,8:45,28630,28660,28620,28660,1135,,8:45,28630,28670,28620,28650,1988,,8:45,28630,28690,28620,28670,3634,,8:45,28630,28690,28600,28650,5259,,8:45,28630,28690,28550,28550,7892,,21/02/05,28630,28800,28530,28790,38415,,21/02/05,28770,28900,28710,28720,14641
21/02/05,8:46,28620,28630,28620,28630,35,,8:48,28640,28640,28630,28640,274,,8:50,28630,28660,28630,28660,353,,8:55,28650,28690,28620,28670,2499,,9:00,28650,28690,28600,28650,3271,,9:05,28670,28690,28600,28640,2424,,9:15,28640,28670,28550,28550,2633,,9:45,28560,28640,28530,28610,4303,,,,,,,,,,,,,,
21/02/05,8:47,28640,28640,28640,28640,77,,8:51,28640,28660,28640,28650,232,,8:55,28650,28670,28640,28650,853,,9:05,28670,28690,28600,28650,1625,,9:15,28640,28670,28600,28610,1454,,9:25,28650,28650,28550,28550,1834,,9:45,28560,28600,28530,28580,2468,,10:45,28610,28740,28610,28680,5997,,,,,,,,,,,,,,
21/02/05,8:48,28640,28640,28630,28630,88,,8:54,28660,28660,28640,28640,130,,9:00,28650,28690,28620,28670,1646,,9:15,28640,28670,28620,28640,799,,9:30,28610,28610,28550,28550,1179,,9:45,28560,28580,28530,28550,1105,,10:15,28590,28640,28590,28610,1835,,11:45,28690,28720,28680,28680,2549,,,,,,,,,,,,,,
21/02/05,8:49,28630,28630,28630,28630,79,,8:57,28640,28670,28640,28650,737,,9:05,28670,28690,28600,28620,1261,,9:25,28650,28650,28600,28610,986,,9:45,28560,28580,28550,28580,714,,10:05,28550,28630,28550,28610,2119,,10:45,28610,28730,28610,28710,3670,,12:45,28680,28740,28660,28700,3364,,,,,,,,,,,,,,
21/02/05,8:50,28630,28640,28630,28640,107,,9:00,28650,28680,28620,28670,853,,9:10,28620,28650,28620,28650,364,,9:35,28600,28600,28550,28550,848,,10:00,28580,28600,28530,28580,1754,,10:25,28600,28640,28590,28610,1079,,11:15,28710,28740,28680,28680,2327,,13:45,28700,28740,28670,28730,4435,,,,,,,,,,,,,,
21/02/05,8:51,28640,28660,28640,28650,142,,9:03,28670,28690,28640,28670,1082,,9:15,28640,28650,28620,28630,408,,9:45,28560,28580,28550,28560,512,,10:15,28590,28630,28590,28600,908,,10:45,28610,28730,28610,28690,3002,,11:45,28690,28720,28680,28690,862,,14:45,28730,28800,28720,28800,7065,,,,,,,,,,,,,,
21/02/05,8:52,28650,28650,28640,28650,49,,9:06,28660,28660,28600,28640,757,,9:20,28640,28670,28640,28640,391,,9:55,28570,28580,28530,28550,593,,10:30,28600,28640,28600,28610,927,,11:05,28700,28730,28700,28730,1375,,12:15,28690,28720,28680,28680,1687,,15:15,28790,28790,28790,28790,2810,,,,,,,,,,,,,,
21/02/05,8:53,28650,28650,28640,28650,41,,9:09,28630,28630,28610,28630,334,,9:25,28650,28650,28600,28610,655,,10:05,28550,28600,28550,28580,1363,,10:45,28610,28710,28610,28710,2327,,11:25,28730,28740,28680,28680,1620,,12:45,28680,28740,28660,28700,1778,,16:30,28770,28780,28740,28770,1850,,,,,,,,,,,,,,
