〔日経２２５〕,　〔１分足〕,,,,,,,　〔３分足〕,,,,,,,　〔５分足〕,,,,,,,　〔１０分足〕,,,,,,,　〔１５分足〕,,,,,,,　〔２０分足〕,,,,,,,　〔３０分足〕,,,,,,,　〔６０分足〕,,,,,,,,　〔日中足〕,,,,,,,　〔夜間足〕,,,,
,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高
21/07/06,8:45,28650,28650,28620,28630,432,,8:45,28650,28650,28620,28640,526,,8:45,28650,28650,28620,28650,564,,8:45,28650,28710,28620,28690,941,,8:45,28650,28710,28620,28670,1239,,8:45,28650,28710,28600,28610,2588,,8:45,28650,28710,28580,28590,3741,,8:45,28650,28710,28560,28660,5856,,21/07/06,28650,28740,28560,28610,18497,,21/07/06,28630,28630,28240,28340,15282
21/07/06,8:46,28630,28640,28630,28640,37,,8:48,28640,28680,28640,28680,185,,8:50,28650,28710,28650,28690,377,,8:55,28690,28700,28600,28610,1647,,9:00,28670,28680,28580,28590,2502,,9:05,28620,28630,28560,28610,2071,,9:15,28590,28670,28560,28660,2115,,9:45,28660,28740,28630,28640,3934,,,,,,,,,,,,,,
21/07/06,8:47,28640,28640,28640,28640,57,,8:51,28680,28690,28670,28690,140,,8:55,28690,28700,28670,28670,298,,9:05,28620,28630,28580,28590,1153,,9:15,28590,28610,28560,28610,1153,,9:25,28600,28670,28600,28660,1197,,9:45,28660,28740,28660,28710,2250,,10:45,28640,28720,28620,28690,2607,,,,,,,,,,,,,,
21/07/06,8:48,28640,28640,28640,28640,1,,8:54,28700,28710,28690,28700,139,,9:00,28670,28680,28600,28610,1349,,9:15,28590,28610,28560,28610,918,,9:30,28620,28670,28610,28660,962,,9:45,28660,28740,28660,28690,1805,,10:15,28720,28720,28630,28640,1684,,11:45,28690,28700,28660,28670,1246,,,,,,,,,,,,,,
21/07/06,8:49,28640,28650,28640,28650,37,,8:57,28690,28690,28670,28670,249,,9:05,28620,28630,28590,28590,659,,9:25,28600,28630,28600,28630,514,,9:45,28660,28740,28660,28720,1530,,10:05,28690,28720,28670,28700,904,,10:45,28640,28710,28620,28710,1475,,12:45,28670,28690,28660,28670,681,,,,,,,,,,,,,,
21/07/06,8:50,28650,28680,28650,28680,147,,9:00,28670,28680,28610,28620,833,,9:10,28590,28600,28580,28590,494,,9:35,28630,28670,28620,28660,683,,10:00,28730,28730,28670,28710,720,,10:25,28700,28710,28630,28640,1225,,11:15,28710,28720,28680,28690,1132,,13:45,28680,28680,28630,28640,1575,,,,,,,,,,,,,,
21/07/06,8:51,28680,28680,28680,28680,17,,9:03,28620,28630,28590,28600,790,,9:15,28590,28590,28560,28580,653,,9:45,28660,28700,28660,28700,830,,10:15,28720,28720,28690,28690,591,,10:45,28640,28680,28620,28670,807,,11:45,28690,28700,28660,28670,551,,14:45,28640,28650,28620,28640,1685,,,,,,,,,,,,,,
21/07/06,8:52,28670,28680,28670,28680,30,,9:06,28600,28630,28600,28600,256,,9:20,28580,28610,28570,28610,265,,9:55,28700,28740,28690,28690,975,,10:30,28680,28680,28630,28640,1093,,11:05,28670,28720,28670,28720,1081,,12:15,28670,28680,28660,28670,695,,15:15,28610,28610,28610,28610,913,,,,,,,,,,,,,,
21/07/06,8:53,28680,28690,28680,28690,93,,9:09,28600,28610,28590,28590,249,,9:25,28600,28610,28600,28610,235,,10:05,28690,28720,28670,28710,445,,10:45,28640,28670,28620,28660,643,,11:25,28720,28720,28680,28690,719,,12:45,28670,28690,28660,28670,389,,16:30,28630,28630,28550,28580,2067,,,,,,,,,,,,,,
21/07/06,8:54,28700,28710,28690,28690,90,,9:12,28590,28600,28580,28590,374,,9:30,28620,28630,28610,28630,279,,10:15,28720,28720,28700,28700,459,,11:00,28670,28710,28670,28710,832,,11:45,28690,28700,28670,28670,422,,13:15,28670,28690,28670,28670,292,,17:30,28580,28600,28560,28580,548,,,,,,,,,,,,,,
