〔日経２２５〕,　〔１分足〕,,,,,,,　〔３分足〕,,,,,,,　〔５分足〕,,,,,,,　〔１０分足〕,,,,,,,　〔１５分足〕,,,,,,,　〔２０分足〕,,,,,,,　〔３０分足〕,,,,,,,　〔６０分足〕,,,,,,,,　〔日中足〕,,,,,,,　〔夜間足〕,,,,
,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高
23/05/18,8:45,30510,30520,30490,30500,842,,8:45,30510,30520,30490,30500,1166,,8:45,30510,30520,30490,30500,1203,,8:45,30510,30520,30490,30510,1574,,8:45,30510,30540,30490,30530,2292,,8:45,30510,30570,30490,30500,5465,,8:45,30510,30650,30490,30610,9478,,8:45,30510,30670,30490,30540,17036,,23/05/18,30510,30670,30370,30590,57784,,23/05/18,30660,30940,30660,30910,30070
23/05/18,8:46,30500,30510,30500,30510,125,,8:48,30500,30520,30500,30520,152,,8:50,30510,30520,30510,30510,371,,8:55,30510,30570,30490,30500,3891,,9:00,30530,30650,30490,30610,7186,,9:05,30500,30670,30500,30640,5738,,9:15,30610,30670,30540,30540,7558,,9:45,30540,30570,30370,30470,15419,,,,,,,,,,,,,,
23/05/18,8:47,30510,30510,30500,30500,199,,8:51,30520,30520,30510,30510,54,,8:55,30510,30540,30510,30530,718,,9:05,30500,30650,30500,30610,4013,,9:15,30610,30670,30610,30650,2191,,9:25,30640,30670,30540,30540,5833,,9:45,30540,30570,30370,30440,9382,,10:45,30480,30550,30430,30530,6352,,,,,,,,,,,,,,
23/05/18,8:48,30500,30510,30500,30510,19,,8:54,30510,30510,30510,30510,297,,9:00,30530,30570,30490,30500,3173,,9:15,30610,30670,30610,30640,1725,,9:30,30650,30660,30540,30540,5367,,9:45,30540,30570,30370,30450,7397,,10:15,30440,30550,30440,30470,6037,,11:45,30540,30580,30520,30520,4232,,,,,,,,,,,,,,
23/05/18,8:49,30510,30510,30500,30500,18,,8:57,30520,30540,30510,30530,623,,9:05,30500,30620,30500,30620,2569,,9:25,30640,30670,30620,30650,1659,,9:45,30540,30570,30410,30420,5151,,10:05,30460,30520,30420,30520,4022,,10:45,30480,30510,30430,30490,3793,,12:45,30530,30560,30520,30530,3345,,,,,,,,,,,,,,
23/05/18,8:50,30510,30520,30510,30520,115,,9:00,30530,30570,30490,30530,2010,,9:10,30620,30650,30610,30610,1444,,9:35,30650,30650,30540,30540,4174,,10:00,30420,30490,30370,30440,4231,,10:25,30530,30550,30450,30470,4000,,11:15,30490,30550,30490,30530,2559,,13:45,30530,30610,30520,30600,4412,,,,,,,,,,,,,,
23/05/18,8:51,30520,30520,30510,30510,16,,9:03,30540,30560,30500,30560,1856,,9:15,30610,30650,30610,30640,723,,9:45,30540,30570,30490,30490,2233,,10:15,30440,30550,30440,30520,3070,,10:45,30480,30510,30430,30480,3149,,11:45,30540,30570,30530,30550,1514,,14:45,30600,30610,30570,30600,5204,,,,,,,,,,,,,,
23/05/18,8:52,30510,30520,30510,30510,30,,9:06,30560,30620,30550,30610,1471,,9:20,30650,30670,30640,30640,1002,,9:55,30490,30500,30370,30450,5164,,10:30,30520,30520,30450,30470,2967,,11:05,30480,30510,30460,30510,1563,,12:15,30550,30580,30520,30520,2718,,15:15,30590,30590,30590,30590,1784,,,,,,,,,,,,,,
23/05/18,8:53,30510,30520,30510,30510,8,,9:09,30620,30640,30610,30630,1012,,9:25,30640,30670,30640,30650,466,,10:05,30460,30490,30420,30440,1985,,10:45,30480,30510,30430,30440,2399,,11:25,30500,30550,30500,30530,1640,,12:45,30530,30560,30520,30550,1915,,16:30,30660,30940,30660,30900,10070,,,,,,,,,,,,,,
23/05/18,8:54,30510,30510,30510,30510,202,,9:12,30630,30650,30610,30610,837,,9:30,30650,30660,30620,30650,1193,,10:15,30440,30520,30440,30520,2037,,11:00,30440,30500,30440,30490,1394,,11:45,30540,30570,30530,30550,1094,,13:15,30550,30560,30520,30530,1430,,17:30,30910,30910,30830,30860,2867,,,,,,,,,,,,,,
