〔日経２２５〕,　〔１分足〕,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,　〔３分足〕,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,　〔５分足〕,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,　〔１０分足〕,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,　〔１５分足〕,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,　〔２０分足〕,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,　〔３０分足〕,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,　〔６０分足〕,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,　〔日中足〕,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,　〔夜間足〕,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69
,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高
23/10/10,8:45,31350,31350,31330,31350,549,,8:45,31350,31360,31330,31350,763,,8:45,31350,31360,31330,31350,953,,8:45,31350,31380,31330,31360,1305,,8:45,31350,31380,31330,31350,1592,,8:45,31350,31440,31330,31430,3773,,8:45,31350,31530,31330,31510,6949,,8:45,31350,31660,31330,31640,13651,,23/10/10,31350,31820,31330,31730,46926,,23/10/10,31780,31970,31760,31780,22580
23/10/10,8:46,31350,31360,31350,31360,185,,8:48,31350,31360,31340,31360,271,,8:50,31360,31380,31360,31360,352,,8:55,31370,31440,31350,31430,2468,,9:00,31350,31530,31350,31510,5357,,9:05,31430,31610,31410,31600,6053,,9:15,31520,31660,31520,31640,6702,,9:45,31640,31750,31640,31700,7046,,,,,,,,,,,,,,
23/10/10,8:47,31350,31360,31350,31350,29,,8:51,31360,31380,31360,31360,161,,8:55,31370,31370,31350,31350,287,,9:05,31430,31530,31410,31510,3176,,9:15,31520,31660,31520,31650,4342,,9:25,31600,31660,31600,31640,3825,,9:45,31640,31730,31640,31720,3753,,10:45,31700,31780,31650,31750,6851,,,,,,,,,,,,,,
23/10/10,8:48,31350,31350,31340,31350,172,,8:54,31360,31370,31360,31370,222,,9:00,31350,31440,31350,31430,2181,,9:15,31520,31610,31520,31600,2877,,9:30,31650,31660,31620,31640,2360,,9:45,31640,31700,31640,31700,2436,,10:15,31720,31750,31700,31700,3293,,11:45,31750,31750,31680,31710,3332,,,,,,,,,,,,,,
23/10/10,8:49,31350,31350,31350,31350,18,,8:57,31370,31370,31350,31350,175,,9:05,31430,31490,31410,31490,1559,,9:25,31600,31660,31600,31650,2484,,9:45,31640,31690,31640,31670,1625,,10:05,31700,31740,31670,31730,2482,,10:45,31700,31740,31650,31670,4223,,12:45,31710,31810,31680,31780,4763,,,,,,,,,,,,,,
23/10/10,8:50,31360,31360,31360,31360,81,,9:00,31350,31410,31350,31410,1498,,9:10,31490,31530,31480,31510,1617,,9:35,31650,31660,31630,31640,1341,,10:00,31670,31730,31670,31720,2128,,10:25,31730,31750,31700,31700,2128,,11:15,31670,31780,31670,31750,2628,,13:45,31780,31820,31740,31800,3696,,,,,,,,,,,,,,
23/10/10,8:51,31360,31380,31360,31380,51,,9:03,31410,31440,31410,31430,995,,9:15,31520,31580,31520,31580,1352,,9:45,31640,31690,31640,31680,1001,,10:15,31720,31740,31710,31730,1735,,10:45,31700,31740,31650,31670,3088,,11:45,31750,31750,31690,31690,1464,,14:45,31800,31820,31710,31720,5479,,,,,,,,,,,,,,
23/10/10,8:52,31370,31370,31360,31360,101,,9:06,31430,31490,31430,31480,1106,,9:20,31580,31610,31560,31600,1525,,9:55,31680,31700,31670,31700,1435,,10:30,31730,31750,31700,31700,1558,,11:05,31670,31720,31660,31710,2045,,12:15,31700,31720,31680,31710,1868,,15:15,31730,31730,31730,31730,2108,,,,,,,,,,,,,,
23/10/10,8:53,31360,31370,31360,31360,9,,9:09,31470,31510,31470,31500,1020,,9:25,31600,31660,31600,31650,1465,,10:05,31700,31730,31670,31720,1317,,10:45,31700,31740,31650,31670,2476,,11:25,31710,31780,31710,31750,1718,,12:45,31710,31740,31680,31720,2358,,16:30,31780,31880,31760,31870,4323,,,,,,,,,,,,,,
23/10/10,8:54,31360,31370,31360,31360,110,,9:12,31500,31530,31490,31510,738,,9:30,31650,31660,31620,31650,1019,,10:15,31720,31740,31710,31730,1165,,11:00,31670,31690,31660,31670,1747,,11:45,31750,31750,31690,31700,1147,,13:15,31730,31810,31710,31780,2405,,17:30,31860,31880,31830,31860,2007,,,,,,,,,,,,,,
23/10/10,8:55,31370,31370,31370,31370,96,,9:15,31520,31570,31520,31570,1159,,9:35,31650,31660,31630,31660,841,,10:25,31730,31750,31700,31710,1184,,11:15,31670,31770,31670,31760,1718,,12:05,31700,31710,31690,31690,544,,13:45,31780,31780,31750,31750,1450,,18:30,31850,31860,31830,31860,932,,,,,,,,,,,,,,
23/10/10,8:56,31370,31370,31370,31370,16,,9:18,31570,31580,31560,31570,546,,9:40,31660,31660,31640,31640,500,,10:35,31720,31740,31700,31700,944,,11:30,31760,31780,31730,31750,910,,12:25,31690,31720,31680,31710,1641,,14:15,31760,31820,31740,31800,2246,,19:30,31860,31870,31810,31820,562,,,,,,,,,,,,,,
23/10/10,8:57,31370,31370,31360,31370,5,,9:21,31580,31610,31570,31600,834,,9:45,31640,31670,31640,31670,503,,10:45,31700,31740,31690,31690,1540,,11:45,31750,31750,31690,31690,903,,12:45,31710,31730,31680,31730,1618,,14:45,31800,31820,31710,31720,5479,,20:30,31820,31830,31780,31790,1314,,,,,,,,,,,,,,
23/10/10,8:58,31360,31360,31360,31360,58,,9:24,31610,31660,31590,31640,1139,,9:50,31670,31690,31660,31680,498,,10:55,31690,31690,31650,31670,1548,,12:00,31690,31710,31690,31690,561,,13:05,31730,31740,31690,31740,1269,,15:15,31730,31730,31730,31730,2108,,21:30,31800,31820,31760,31800,1546,,,,,,,,,,,,,,
23/10/10,8:59,31360,31370,31350,31350,112,,9:27,31640,31660,31630,31650,664,,9:55,31680,31680,31670,31670,624,,11:05,31670,31690,31660,31670,1135,,12:15,31700,31700,31680,31700,391,,13:25,31740,31810,31740,31780,1876,,16:30,31780,31840,31770,31790,2143,,22:30,31800,31920,31770,31910,3716,,,,,,,,,,,,,,
23/10/10,9:00,31350,31400,31350,31400,918,,9:30,31650,31650,31620,31620,603,,10:00,31670,31700,31670,31700,811,,11:15,31670,31720,31670,31710,910,,12:30,31690,31720,31680,31710,1477,,13:45,31780,31780,31760,31760,1110,,17:00,31790,31880,31760,31870,2180,,23:30,31910,31950,31870,31940,2584,,,,,,,,,,,,,,
23/10/10,9:01,31400,31410,31380,31410,339,,9:33,31630,31660,31630,31650,753,,10:05,31700,31700,31670,31690,412,,11:25,31710,31770,31710,31730,1273,,12:45,31710,31720,31680,31700,1248,,14:05,31760,31770,31740,31770,803,,17:30,31860,31880,31830,31860,1281,,0:30,31930,31970,31910,31940,1976,,,,,,,,,,,,,,
23/10/10,9:02,31400,31410,31390,31410,241,,9:36,31650,31660,31630,31660,401,,10:10,31690,31730,31690,31720,905,,11:35,31730,31780,31730,31750,445,,13:00,31710,31740,31690,31720,1110,,14:25,31770,31820,31760,31800,1783,,18:00,31860,31870,31830,31860,726,,1:30,31940,31940,31810,31850,1653,,,,,,,,,,,,,,
23/10/10,9:03,31410,31430,31410,31430,373,,9:39,31660,31660,31650,31660,309,,10:15,31720,31740,31710,31730,700,,11:45,31750,31750,31700,31710,715,,13:15,31730,31740,31710,31740,680,,14:45,31800,31820,31710,31730,4139,,18:30,31850,31860,31830,31840,592,,2:30,31850,31870,31820,31840,709,,,,,,,,,,,,,,
23/10/10,9:04,31430,31440,31430,31430,310,,9:42,31650,31650,31640,31640,294,,10:20,31730,31730,31710,31730,465,,11:55,31700,31710,31690,31700,432,,13:30,31750,31810,31750,31780,1725,,15:05,31730,31740,31710,31720,1340,,19:00,31840,31860,31840,31860,340,,3:30,31840,31900,31820,31830,696,,,,,,,,,,,,,,
23/10/10,9:05,31430,31440,31410,31430,312,,9:45,31640,31670,31640,31650,361,,10:25,31730,31740,31720,31730,570,,12:05,31700,31710,31690,31690,317,,13:45,31780,31780,31760,31760,714,,15:15,31730,31730,31730,31730,2108,,19:30,31860,31870,31840,31850,210,,4:30,31830,31850,31790,31790,438,,,,,,,,,,,,,,
23/10/10,9:06,31430,31440,31430,31430,325,,9:48,31650,31670,31650,31670,249,,10:30,31730,31750,31700,31710,614,,12:15,31700,31700,31690,31690,227,,14:00,31760,31770,31750,31750,736,,16:30,31780,31840,31780,31820,1483,,20:00,31850,31860,31810,31820,352,,5:30,31790,31810,31790,31790,48,,,,,,,,,,,,,,
23/10/10,9:07,31430,31470,31430,31450,492,,9:51,31670,31690,31660,31680,237,,10:35,31720,31740,31710,31720,440,,12:25,31690,31710,31680,31700,921,,14:15,31760,31800,31740,31800,758,,16:50,31810,31820,31770,31770,1039,,20:30,31820,31830,31790,31790,728,,6:00,31780,31780,31780,31780,76,,,,,,,,,,,,,,
23/10/10,9:08,31460,31490,31460,31480,289,,9:54,31690,31690,31670,31670,488,,10:40,31720,31730,31700,31700,504,,12:35,31710,31720,31690,31710,720,,14:30,31790,31820,31770,31800,1488,,17:10,31780,31880,31760,31870,1801,,21:00,31790,31810,31780,31790,586,,,,,,,,,,,,,,,,,,,,,
23/10/10,9:09,31470,31490,31470,31490,141,,9:57,31670,31680,31670,31670,290,,10:45,31700,31730,31690,31720,787,,12:45,31710,31720,31680,31680,899,,14:45,31800,31820,31760,31760,2521,,17:30,31860,31880,31830,31880,1006,,21:30,31800,31810,31760,31780,761,,,,,,,,,,,,,,,,,,,,,
23/10/10,9:10,31490,31490,31480,31490,328,,10:00,31670,31700,31670,31690,595,,10:50,31720,31740,31690,31690,753,,12:55,31680,31730,31680,31730,719,,15:00,31760,31770,31710,31720,2958,,17:50,31880,31880,31830,31840,610,,22:00,31780,31820,31780,31800,785,,,,,,,,,,,,,,,,,,,,,
23/10/10,9:11,31500,31510,31500,31500,551,,10:03,31690,31700,31690,31700,264,,10:55,31690,31690,31650,31670,936,,13:05,31730,31740,31690,31720,740,,15:15,31730,31730,31730,31730,2108,,18:10,31840,31870,31840,31860,391,,22:30,31800,31830,31770,31830,1439,,,,,,,,,,,,,,,,,,,,,
