〔日経２２５〕,　〔１分足〕,,,,,,,　〔３分足〕,,,,,,,　〔５分足〕,,,,,,,　〔１０分足〕,,,,,,,　〔１５分足〕,,,,,,,　〔２０分足〕,,,,,,,　〔３０分足〕,,,,,,,　〔６０分足〕,,,,,,,,　〔日中足〕,,,,,,,　〔夜間足〕,,,,
,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高
23/02/28,8:45,27550,27550,27540,27550,361,,8:45,27550,27550,27530,27530,541,,8:45,27550,27550,27530,27530,678,,8:45,27550,27550,27520,27530,879,,8:45,27550,27550,27520,27520,1156,,8:45,27550,27560,27510,27550,2134,,8:45,27550,27580,27510,27550,3502,,8:45,27550,27580,27510,27570,5766,,23/02/28,27550,27580,27400,27470,22498,,23/02/28,27420,27560,27420,27420,10178
23/02/28,8:46,27550,27550,27540,27540,45,,8:48,27530,27540,27530,27530,143,,8:50,27530,27530,27520,27530,201,,8:55,27520,27560,27510,27550,1255,,9:00,27510,27580,27510,27550,2346,,9:05,27550,27580,27530,27530,2140,,9:15,27540,27570,27530,27570,2264,,9:45,27570,27580,27530,27550,3401,,,,,,,,,,,,,,
23/02/28,8:47,27540,27540,27530,27530,135,,8:51,27530,27530,27520,27520,176,,8:55,27520,27530,27520,27520,277,,9:05,27550,27580,27550,27550,1368,,9:15,27540,27560,27530,27550,915,,9:25,27540,27570,27540,27570,1492,,9:45,27570,27580,27530,27540,1828,,10:45,27550,27550,27510,27520,2297,,,,,,,,,,,,,,
23/02/28,8:48,27530,27540,27530,27530,112,,8:54,27520,27530,27520,27520,104,,9:00,27510,27560,27510,27550,978,,9:15,27540,27560,27530,27530,772,,9:30,27550,27570,27540,27570,1349,,9:45,27570,27580,27530,27540,1464,,10:15,27540,27580,27530,27550,1573,,11:45,27520,27530,27500,27510,1159,,,,,,,,,,,,,,
23/02/28,8:49,27530,27530,27530,27530,25,,8:57,27520,27530,27520,27520,192,,9:05,27550,27580,27550,27570,683,,9:25,27540,27570,27540,27570,808,,9:45,27570,27580,27560,27560,847,,10:05,27550,27550,27530,27550,596,,10:45,27550,27550,27520,27520,1125,,12:45,27510,27510,27450,27450,2861,,,,,,,,,,,,,,
23/02/28,8:50,27530,27530,27530,27530,6,,9:00,27510,27550,27510,27540,702,,9:10,27580,27580,27550,27550,685,,9:35,27560,27570,27560,27570,684,,10:00,27560,27560,27530,27540,981,,10:25,27550,27580,27530,27550,1341,,11:15,27530,27540,27510,27520,1172,,13:45,27460,27460,27400,27400,2888,,,,,,,,,,,,,,
23/02/28,8:51,27530,27530,27530,27530,5,,9:03,27550,27560,27550,27550,421,,9:15,27540,27560,27540,27550,442,,9:45,27570,27580,27570,27580,491,,10:15,27540,27550,27530,27540,314,,10:45,27550,27550,27530,27530,846,,11:45,27520,27530,27500,27510,281,,14:45,27410,27470,27400,27460,3193,,,,,,,,,,,,,,
23/02/28,8:52,27530,27530,27520,27530,138,,9:06,27550,27580,27550,27580,467,,9:20,27560,27560,27530,27530,330,,9:55,27570,27580,27530,27540,973,,10:30,27540,27580,27530,27550,1259,,11:05,27530,27540,27520,27530,704,,12:15,27510,27520,27500,27510,878,,15:15,27470,27470,27470,27470,933,,,,,,,,,,,,,,
23/02/28,8:53,27520,27530,27520,27520,33,,9:09,27570,27580,27560,27560,390,,9:25,27540,27550,27540,27550,143,,10:05,27550,27550,27530,27540,364,,10:45,27550,27550,27540,27550,630,,11:25,27530,27540,27510,27520,747,,12:45,27510,27510,27470,27480,1954,,16:30,27420,27450,27420,27440,1427,,,,,,,,,,,,,,
23/02/28,8:54,27520,27530,27520,27530,19,,9:12,27560,27560,27550,27550,366,,9:30,27550,27570,27540,27570,665,,10:15,27540,27550,27530,27550,232,,11:00,27540,27550,27520,27520,495,,11:45,27520,27530,27510,27510,194,,13:15,27480,27480,27450,27450,907,,17:30,27440,27480,27420,27460,763,,,,,,,,,,,,,,
23/02/28,8:55,27520,27520,27520,27520,19,,9:15,27540,27560,27540,27560,201,,9:35,27560,27570,27560,27570,334,,10:25,27550,27570,27530,27570,731,,11:15,27530,27540,27520,27530,438,,12:05,27510,27520,27500,27510,342,,13:45,27460,27460,27430,27440,1094,,18:30,27460,27510,27460,27510,549,,,,,,,,,,,,,,
23/02/28,8:56,27520,27530,27520,27520,66,,9:18,27560,27560,27550,27550,327,,9:40,27570,27570,27560,27570,350,,10:35,27580,27580,27550,27550,610,,11:30,27530,27530,27510,27520,734,,12:25,27510,27520,27500,27510,623,,14:15,27430,27440,27400,27400,1794,,19:30,27520,27540,27510,27520,557,,,,,,,,,,,,,,
23/02/28,8:57,27520,27520,27520,27520,11,,9:21,27550,27550,27530,27530,160,,9:45,27570,27580,27570,27570,289,,10:45,27550,27550,27540,27550,621,,11:45,27520,27530,27510,27510,170,,12:45,27510,27510,27470,27480,1596,,14:45,27410,27470,27400,27460,3193,,20:30,27520,27560,27520,27550,620,,,,,,,,,,,,,,
23/02/28,8:58,27520,27530,27520,27520,15,,9:24,27530,27550,27530,27540,221,,9:50,27570,27580,27570,27580,202,,10:55,27550,27550,27530,27530,225,,12:00,27520,27520,27500,27510,111,,13:05,27470,27480,27470,27470,733,,15:15,27470,27470,27470,27470,933,,21:30,27550,27560,27540,27540,271,,,,,,,,,,,,,,
23/02/28,8:59,27520,27530,27520,27520,166,,9:27,27540,27550,27540,27550,6,,9:55,27570,27580,27560,27560,356,,11:05,27530,27540,27520,27520,279,,12:15,27510,27520,27500,27510,350,,13:25,27470,27480,27450,27450,532,,16:30,27420,27450,27420,27450,814,,22:30,27540,27540,27490,27490,911,,,,,,,,,,,,,,
23/02/28,9:00,27510,27540,27510,27540,295,,9:30,27550,27560,27540,27560,508,,10:00,27560,27560,27530,27540,617,,11:15,27530,27530,27520,27530,425,,12:30,27520,27520,27500,27510,528,,13:45,27460,27460,27450,27460,523,,17:00,27440,27450,27420,27440,613,,23:30,27500,27530,27470,27480,1571,,,,,,,,,,,,,,
23/02/28,9:01,27540,27550,27530,27530,304,,9:33,27560,27570,27560,27560,201,,10:05,27550,27550,27540,27540,139,,11:25,27530,27540,27520,27520,167,,12:45,27510,27510,27480,27500,961,,14:05,27460,27460,27410,27410,1161,,17:30,27440,27480,27420,27460,444,,0:30,27480,27510,27460,27480,858,,,,,,,,,,,,,,
23/02/28,9:02,27530,27540,27530,27540,103,,9:36,27560,27570,27560,27570,202,,10:10,27530,27540,27530,27540,225,,11:35,27530,27530,27510,27520,580,,13:00,27490,27490,27470,27480,993,,14:25,27420,27430,27400,27400,1204,,18:00,27470,27480,27460,27460,319,,1:30,27480,27480,27440,27460,816,,,,,,,,,,,,,,
23/02/28,9:03,27550,27560,27550,27550,200,,9:39,27570,27570,27560,27560,265,,10:15,27540,27550,27540,27540,78,,11:45,27520,27530,27510,27520,147,,13:15,27480,27480,27460,27470,607,,14:45,27410,27450,27400,27450,2401,,18:30,27460,27500,27460,27490,310,,2:30,27460,27480,27440,27480,549,,,,,,,,,,,,,,
23/02/28,9:04,27550,27550,27550,27550,76,,9:42,27560,27570,27560,27570,173,,10:20,27540,27550,27530,27550,154,,11:55,27510,27520,27510,27510,47,,13:30,27470,27470,27450,27450,300,,15:05,27450,27470,27440,27460,792,,19:00,27490,27510,27480,27510,239,,3:30,27480,27490,27450,27450,472,,,,,,,,,,,,,,
23/02/28,9:05,27550,27550,27550,27550,145,,9:45,27570,27580,27570,27580,231,,10:25,27550,27550,27530,27540,82,,12:05,27510,27520,27500,27510,87,,13:45,27460,27460,27450,27460,81,,15:15,27470,27470,27470,27470,933,,19:30,27520,27540,27510,27530,481,,4:30,27460,27470,27440,27440,469,,,,,,,,,,,,,,
23/02/28,9:06,27550,27550,27550,27550,4,,9:48,27570,27570,27570,27570,58,,10:30,27540,27570,27530,27570,649,,12:15,27510,27520,27500,27510,255,,14:00,27450,27460,27430,27440,1013,,16:30,27420,27440,27420,27440,657,,20:00,27530,27530,27520,27520,76,,5:30,27440,27440,27420,27430,285,,,,,,,,,,,,,,
23/02/28,9:07,27550,27570,27550,27570,171,,9:51,27570,27580,27570,27570,190,,10:35,27580,27580,27560,27560,404,,12:25,27510,27520,27500,27500,240,,14:15,27430,27440,27400,27400,1100,,16:50,27430,27450,27420,27440,369,,20:30,27520,27540,27520,27540,387,,6:00,27420,27420,27420,27420,60,,,,,,,,,,,,,,
23/02/28,9:08,27570,27580,27570,27580,292,,9:54,27570,27580,27570,27580,144,,10:40,27560,27560,27550,27550,206,,12:35,27510,27510,27500,27510,383,,14:30,27410,27420,27400,27400,694,,17:10,27430,27450,27420,27440,401,,21:00,27540,27560,27540,27550,233,,,,,,,,,,,,,,,,,,,,,
23/02/28,9:09,27570,27570,27570,27570,71,,9:57,27580,27580,27560,27560,224,,10:45,27550,27550,27540,27540,288,,12:45,27510,27510,27480,27490,558,,14:45,27410,27430,27400,27430,1344,,17:30,27440,27460,27420,27460,199,,21:30,27550,27560,27540,27550,168,,,,,,,,,,,,,,,,,,,,,
23/02/28,9:10,27580,27580,27570,27570,191,,10:00,27560,27560,27530,27540,387,,10:50,27550,27550,27540,27550,333,,12:55,27490,27500,27470,27480,1038,,15:00,27430,27470,27420,27460,1849,,17:50,27460,27480,27460,27480,404,,22:00,27550,27550,27540,27540,103,,,,,,,,,,,,,,,,,,,,,
23/02/28,9:11,27570,27570,27560,27560,128,,10:03,27540,27550,27540,27540,278,,10:55,27550,27550,27540,27550,9,,13:05,27470,27480,27470,27480,358,,15:15,27470,27470,27470,27470,933,,18:10,27480,27480,27460,27460,160,,22:30,27540,27540,27520,27540,464,,,,,,,,,,,,,,,,,,,,,
