〔日経２２５〕,　〔１分足〕,,,,,,,　〔３分足〕,,,,,,,　〔５分足〕,,,,,,,　〔１０分足〕,,,,,,,　〔１５分足〕,,,,,,,　〔２０分足〕,,,,,,,　〔３０分足〕,,,,,,,　〔６０分足〕,,,,,,,,　〔日中足〕,,,,,,,　〔夜間足〕,,,,
,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高
19/03/28,8:45,21130,21150,21130,21140,673,,8:45,21130,21150,21130,21150,848,,8:45,21130,21150,21130,21140,993,,8:45,21130,21150,21130,21150,1191,,8:45,21130,21190,21130,21190,1761,,8:45,21130,21190,21060,21060,4489,,8:45,21130,21190,21000,21010,9483,,8:45,21130,21190,20960,20990,15528,,19/03/28,21130,21190,20960,21060,56255,,19/03/28,21070,21220,21050,21200,26060
19/03/28,8:46,21140,21150,21140,21150,57,,8:48,21150,21150,21140,21140,182,,8:50,21140,21150,21140,21150,198,,8:55,21140,21190,21060,21060,3298,,9:00,21180,21180,21000,21010,7722,,9:05,21060,21060,20980,21010,8156,,9:15,21010,21030,20960,20990,6045,,9:45,20990,21040,20960,20990,8331,,,,,,,,,,,,,,
19/03/28,8:47,21140,21150,21140,21150,118,,8:51,21140,21140,21140,21140,61,,8:55,21140,21190,21140,21190,570,,9:05,21060,21060,21000,21010,4994,,9:15,21010,21030,20980,21000,4107,,9:25,21020,21020,20960,20990,2883,,9:45,20990,21040,20990,20990,4499,,10:45,20980,21060,20960,21030,7363,,,,,,,,,,,,,,
19/03/28,8:48,21150,21150,21140,21150,94,,8:54,21140,21160,21140,21160,273,,9:00,21180,21180,21060,21060,2728,,9:15,21010,21030,20980,21010,3162,,9:30,21010,21020,20960,20990,1938,,9:45,20990,21040,20990,21030,3082,,10:15,20980,21010,20960,20990,3832,,11:45,21040,21080,21030,21060,3897,,,,,,,,,,,,,,
19/03/28,8:49,21140,21140,21140,21140,51,,8:57,21160,21190,21160,21190,397,,9:05,21060,21060,21030,21050,2630,,9:25,21020,21020,21000,21000,1337,,9:45,20990,21040,20990,21040,2418,,10:05,21040,21040,20960,20980,3063,,10:45,20980,21010,20960,21000,3498,,12:45,21050,21120,21040,21060,5781,,,,,,,,,,,,,,
19/03/28,8:50,21140,21140,21140,21140,37,,9:00,21180,21180,21140,21140,1263,,9:10,21050,21050,21000,21010,2364,,9:35,21000,21000,20960,20990,1546,,10:00,21040,21040,20990,20990,2081,,10:25,20980,21010,20970,20990,2186,,11:15,21010,21060,20990,21030,3865,,13:45,21060,21070,21000,21050,5145,,,,,,,,,,,,,,
19/03/28,8:51,21140,21140,21140,21140,6,,9:03,21130,21130,21030,21040,2355,,9:15,21010,21030,20980,21020,2281,,9:45,20990,21010,20990,21000,1584,,10:15,20980,21000,20960,20980,2239,,10:45,20980,21000,20960,21000,2218,,11:45,21040,21080,21030,21050,1867,,14:45,21050,21050,20990,21020,7747,,,,,,,,,,,,,,
19/03/28,8:52,21140,21140,21140,21140,3,,9:06,21040,21060,21030,21050,1531,,9:20,21020,21020,20980,21010,881,,9:55,21000,21040,21000,21030,1498,,10:30,20980,21010,20980,20990,1593,,11:05,21010,21060,20980,21050,3213,,12:15,21050,21070,21030,21060,2030,,15:15,21060,21060,21060,21060,2463,,,,,,,,,,,,,,
19/03/28,8:53,21140,21140,21140,21140,52,,9:09,21050,21050,21020,21030,839,,9:25,21020,21020,21000,21000,945,,10:05,21040,21040,20990,20990,1417,,10:45,20980,20990,20960,20980,1460,,11:25,21050,21050,21020,21030,1932,,12:45,21050,21120,21040,21090,3745,,16:30,21070,21090,21050,21080,4284,,,,,,,,,,,,,,
19/03/28,8:54,21140,21150,21140,21150,100,,9:12,21030,21040,21000,21010,1734,,9:30,21010,21020,21000,21000,392,,10:15,20980,21000,20960,20980,1646,,11:00,20980,21010,20970,21000,2038,,11:45,21040,21080,21030,21050,1630,,13:15,21090,21090,21040,21060,2036,,17:30,21080,21170,21070,21150,3601,,,,,,,,,,,,,,
19/03/28,8:55,21140,21150,21140,21150,42,,9:15,21010,21020,20980,21020,2024,,9:35,21000,21000,20970,20970,725,,10:25,20980,21010,20970,21010,1300,,11:15,21010,21060,20990,21040,2834,,12:05,21040,21050,21030,21050,526,,13:45,21060,21060,21000,21010,2901,,18:30,21150,21170,21130,21140,1682,,,,,,,,,,,,,,
19/03/28,8:56,21150,21160,21150,21160,131,,9:18,21030,21030,21010,21010,302,,9:40,20970,21000,20960,20990,821,,10:35,21000,21010,20990,20990,886,,11:30,21040,21040,21020,21030,1031,,12:25,21040,21070,21040,21060,1741,,14:15,21020,21070,21000,21050,2244,,19:30,21140,21140,21100,21100,2193,,,,,,,,,,,,,,
19/03/28,8:57,21160,21190,21160,21190,328,,9:21,21000,21010,20980,21010,835,,9:45,20990,21010,20990,21010,1218,,10:45,20980,20990,20960,20980,1048,,11:45,21040,21080,21030,21060,1170,,12:45,21050,21110,21040,21110,2359,,14:45,21050,21050,20990,21020,7747,,20:30,21100,21150,21090,21130,1670,,,,,,,,,,,,,,
19/03/28,8:58,21190,21190,21180,21190,42,,9:24,21010,21020,21010,21010,428,,9:50,21010,21010,20990,21000,366,,10:55,20980,21000,20970,21000,1170,,12:00,21070,21070,21040,21050,697,,13:05,21110,21120,21070,21070,1919,,15:15,21060,21060,21060,21060,2463,,21:30,21140,21190,21110,21190,2459,,,,,,,,,,,,,,
19/03/28,8:59,21180,21190,21180,21190,27,,9:27,21020,21020,21000,21000,518,,9:55,21000,21040,21000,21040,834,,11:05,21010,21010,20980,21000,1280,,12:15,21050,21060,21030,21050,678,,13:25,21070,21090,21040,21060,1503,,16:30,21070,21090,21050,21050,2199,,22:30,21190,21220,21160,21180,3468,,,,,,,,,,,,,,
19/03/28,9:00,21180,21180,21160,21160,534,,9:30,21010,21020,21000,21010,328,,10:00,21040,21040,21020,21030,664,,11:15,21010,21060,20990,21050,1933,,12:30,21050,21070,21040,21060,1352,,13:45,21060,21060,21000,21020,1906,,17:00,21060,21090,21050,21080,2085,,23:30,21190,21200,21110,21110,2943,,,,,,,,,,,,,,
19/03/28,9:01,21160,21160,21140,21150,376,,9:33,21010,21010,20990,20990,362,,10:05,21040,21040,21030,21040,268,,11:25,21050,21050,21020,21040,1505,,12:45,21050,21110,21040,21100,1709,,14:05,21010,21030,21000,21010,1657,,17:30,21080,21150,21070,21140,2076,,0:30,21110,21160,21110,21150,1921,,,,,,,,,,,,,,
19/03/28,9:02,21150,21150,21140,21140,353,,9:36,20990,20990,20970,20980,321,,10:10,21030,21040,20990,20990,1149,,11:35,21040,21040,21020,21030,427,,13:00,21100,21120,21080,21090,2036,,14:25,21020,21070,21010,21050,1582,,18:00,21150,21170,21130,21150,1525,,1:30,21150,21170,21140,21170,710,,,,,,,,,,,,,,
19/03/28,9:03,21130,21130,21100,21110,607,,9:39,20980,20980,20960,20970,503,,10:15,20980,21000,20980,20980,686,,11:45,21040,21080,21030,21080,908,,13:15,21090,21090,21070,21080,782,,14:45,21050,21050,20990,21000,6532,,18:30,21150,21170,21140,21160,710,,2:30,21170,21180,21160,21180,300,,,,,,,,,,,,,,
19/03/28,9:04,21110,21110,21060,21060,858,,9:42,20980,21000,20980,20990,424,,10:20,20980,20980,20960,20980,960,,11:55,21070,21070,21050,21050,722,,13:30,21070,21090,21040,21060,1254,,15:05,21000,21030,21000,21020,1215,,19:00,21150,21150,21130,21140,972,,3:30,21180,21200,21170,21190,239,,,,,,,,,,,,,,
19/03/28,9:05,21060,21060,21030,21040,890,,9:45,20990,21010,20990,21010,664,,10:25,20980,20990,20970,20980,593,,12:05,21040,21050,21040,21050,237,,13:45,21060,21060,21000,21010,1334,,15:15,21060,21060,21060,21060,2463,,19:30,21140,21140,21120,21130,962,,4:30,21190,21220,21190,21200,450,,,,,,,,,,,,,,
