〔日経２２５〕,　〔１分足〕,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,　〔３分足〕,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,　〔５分足〕,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,　〔１０分足〕,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,　〔１５分足〕,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,　〔２０分足〕,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,　〔３０分足〕,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,　〔６０分足〕,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,　〔日中足〕,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,　〔夜間足〕,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69
,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高
24/09/18,8:45,36440,36440,36410,36420,235,,8:45,36440,36450,36390,36410,528,,8:45,36440,36450,36390,36400,601,,8:45,36440,36450,36390,36410,736,,8:45,36440,36450,36370,36370,941,,8:45,36440,36450,36320,36400,2207,,8:45,36440,36450,36320,36430,3219,,8:45,36440,36450,36180,36230,5661,,24/09/18,36440,36450,35890,36180,22258,,24/09/18,36220,36470,36050,36470,16034
24/09/18,8:46,36420,36450,36390,36400,187,,8:48,36410,36410,36390,36400,96,,8:50,36400,36410,36390,36410,135,,8:55,36420,36440,36320,36400,1471,,9:00,36360,36440,36320,36430,2278,,9:05,36400,36440,36240,36260,1788,,9:15,36430,36440,36180,36230,2442,,9:45,36240,36340,36200,36200,3590,,,,,,,,,,,,,,
24/09/18,8:47,36410,36430,36400,36410,106,,8:51,36400,36400,36390,36400,86,,8:55,36420,36440,36370,36370,205,,9:05,36400,36440,36330,36430,1012,,9:15,36430,36440,36230,36250,1138,,9:25,36250,36280,36180,36230,1666,,9:45,36240,36300,36200,36250,1975,,10:45,36210,36280,36160,36170,1432,,,,,,,,,,,,,,
24/09/18,8:48,36410,36410,36390,36400,57,,8:54,36410,36420,36400,36420,56,,9:00,36360,36410,36320,36400,1266,,9:15,36430,36440,36240,36260,776,,9:30,36240,36280,36180,36230,1304,,9:45,36240,36300,36200,36220,1348,,10:15,36260,36340,36200,36200,1615,,11:45,36170,36210,36030,36080,1820,,,,,,,,,,,,,,
24/09/18,8:49,36400,36400,36400,36400,16,,8:57,36420,36440,36370,36370,175,,9:05,36400,36440,36340,36350,623,,9:25,36250,36280,36230,36260,787,,9:45,36240,36300,36230,36240,1013,,10:05,36220,36290,36200,36290,1120,,10:45,36210,36280,36170,36250,908,,12:45,36080,36080,35910,35940,3141,,,,,,,,,,,,,,
24/09/18,8:50,36400,36410,36400,36400,23,,9:00,36360,36380,36320,36370,760,,9:10,36350,36440,36330,36430,389,,9:35,36250,36260,36180,36230,879,,10:00,36240,36290,36200,36250,962,,10:25,36300,36340,36200,36200,1122,,11:15,36250,36260,36160,36170,524,,13:45,35940,36120,35890,36080,3234,,,,,,,,,,,,,,
24/09/18,8:51,36400,36400,36390,36390,48,,9:03,36370,36440,36370,36420,672,,9:15,36430,36440,36330,36350,323,,9:45,36240,36300,36230,36230,821,,10:15,36260,36340,36240,36320,852,,10:45,36210,36280,36170,36200,635,,11:45,36170,36210,36140,36150,605,,14:45,36070,36160,36050,36160,2819,,,,,,,,,,,,,,
24/09/18,8:52,36390,36400,36390,36390,4,,9:06,36420,36430,36340,36370,362,,9:20,36360,36370,36240,36260,453,,9:55,36230,36270,36200,36220,527,,10:30,36310,36320,36200,36200,763,,11:05,36200,36260,36200,36200,457,,12:15,36150,36170,36030,36080,1215,,15:15,36180,36180,36180,36180,561,,,,,,,,,,,,,,
24/09/18,8:53,36390,36400,36390,36400,34,,9:09,36380,36390,36330,36340,219,,9:25,36250,36280,36230,36250,362,,10:05,36220,36290,36200,36250,627,,10:45,36210,36280,36170,36210,498,,11:25,36210,36250,36160,36170,340,,12:45,36080,36080,35940,35960,1794,,16:30,36220,36220,36110,36120,966,,,,,,,,,,,,,,
