〔日経２２５〕,　〔１分足〕,,,,,,,　〔３分足〕,,,,,,,　〔５分足〕,,,,,,,　〔１０分足〕,,,,,,,　〔１５分足〕,,,,,,,　〔２０分足〕,,,,,,,　〔３０分足〕,,,,,,,　〔６０分足〕,,,,,,,,　〔日中足〕,,,,,,,　〔夜間足〕,,,,
,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高
22/07/04,8:45,26180,26180,26130,26140,1118,,8:45,26180,26180,26100,26140,1513,,8:45,26180,26180,26100,26120,1766,,8:45,26180,26180,26080,26090,2194,,8:45,26180,26180,26080,26090,2819,,8:45,26180,26180,26020,26050,5647,,8:45,26180,26210,26020,26200,9312,,8:45,26180,26240,26020,26170,16139,,22/07/04,26180,26240,25920,26180,61417,,22/07/04,26170,26270,26100,26230,7837
22/07/04,8:46,26140,26150,26100,26110,267,,8:48,26140,26150,26100,26110,318,,8:50,26110,26130,26080,26090,428,,8:55,26090,26120,26020,26050,3453,,9:00,26080,26210,26020,26200,6493,,9:05,26040,26240,26030,26170,6160,,9:15,26200,26240,26130,26170,6827,,9:45,26160,26160,25920,26070,15282,,,,,,,,,,,,,,
22/07/04,8:47,26110,26140,26100,26140,128,,8:51,26110,26130,26100,26110,244,,8:55,26090,26120,26090,26090,625,,9:05,26040,26210,26030,26200,3665,,9:15,26200,26240,26130,26180,4218,,9:25,26160,26210,26130,26170,4332,,9:45,26160,26160,26040,26130,6490,,10:45,26070,26170,26020,26020,9445,,,,,,,,,,,,,,
22/07/04,8:48,26140,26150,26120,26120,78,,8:54,26110,26120,26080,26100,378,,9:00,26080,26120,26020,26050,2828,,9:15,26200,26240,26170,26170,2495,,9:30,26180,26210,26160,26170,2609,,9:45,26160,26160,26040,26110,5017,,10:15,26120,26120,25920,26070,8792,,11:45,26020,26090,26010,26070,4137,,,,,,,,,,,,,,
22/07/04,8:49,26110,26120,26100,26120,175,,8:57,26100,26120,26090,26090,366,,9:05,26040,26150,26030,26150,2020,,9:25,26160,26210,26130,26180,2748,,9:45,26160,26160,26040,26070,4097,,10:05,26120,26150,25990,25990,3851,,10:45,26070,26170,26050,26120,6367,,12:45,26060,26090,26010,26040,4082,,,,,,,,,,,,,,
22/07/04,8:50,26110,26110,26100,26110,65,,9:00,26080,26120,26020,26020,1833,,9:10,26150,26210,26130,26200,1645,,9:35,26190,26200,26160,26170,1584,,10:00,26060,26150,26060,26130,2393,,10:25,25990,26070,25920,26070,6414,,11:15,26120,26130,26020,26020,3078,,13:45,26040,26120,26020,26110,4781,,,,,,,,,,,,,,
22/07/04,8:51,26110,26130,26110,26120,127,,9:03,26030,26070,26020,26030,1444,,9:15,26200,26220,26190,26210,1393,,9:45,26160,26160,26040,26040,3406,,10:15,26120,26120,25960,25960,3577,,10:45,26070,26130,26050,26080,4569,,11:45,26020,26090,26010,26070,1771,,14:45,26110,26170,26090,26160,5468,,,,,,,,,,,,,,
22/07/04,8:52,26110,26120,26110,26110,52,,9:06,26040,26120,26040,26120,1180,,9:20,26220,26240,26170,26170,1102,,9:55,26040,26120,26040,26110,1611,,10:30,25970,26070,25920,26070,5215,,11:05,26090,26170,26050,26070,3200,,12:15,26070,26090,26030,26070,2366,,15:15,26180,26180,26180,26180,2083,,,,,,,,,,,,,,
22/07/04,8:53,26110,26120,26100,26110,65,,9:09,26130,26150,26130,26150,1023,,9:25,26160,26190,26130,26180,1723,,10:05,26120,26150,26100,26130,1473,,10:45,26070,26130,26050,26110,3838,,11:25,26060,26070,26020,26020,1676,,12:45,26060,26090,26040,26060,2215,,16:30,26170,26180,26100,26160,1756,,,,,,,,,,,,,,
22/07/04,8:54,26110,26110,26080,26090,119,,9:12,26140,26210,26140,26200,1013,,9:30,26180,26210,26160,26180,1025,,10:15,26120,26120,25990,25990,2378,,11:00,26110,26170,26080,26120,2529,,11:45,26020,26090,26010,26080,1249,,13:15,26060,26060,26010,26040,1867,,17:30,26160,26200,26130,26190,874,,,,,,,,,,,,,,
