〔日経２２５〕,　〔１分足〕,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,　〔３分足〕,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,　〔５分足〕,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,　〔１０分足〕,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,　〔１５分足〕,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,　〔２０分足〕,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,　〔３０分足〕,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,　〔６０分足〕,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,　〔日中足〕,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,　〔夜間足〕,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69
,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高
21/08/31,8:45,27670,27670,27640,27650,411,,8:45,27670,27670,27640,27660,470,,8:45,27670,27670,27640,27650,491,,8:45,27670,27670,27640,27650,674,,8:45,27670,27670,27640,27670,774,,8:45,27670,27680,27600,27610,1834,,8:45,27670,27740,27600,27650,4229,,8:45,27670,27740,27600,27710,6489,,21/08/31,27670,28180,27600,28180,37052,,21/08/31,28160,28190,28010,28100,12441
21/08/31,8:46,27650,27650,27650,27650,23,,8:48,27660,27660,27650,27650,22,,8:50,27650,27650,27640,27650,183,,8:55,27660,27680,27600,27610,1160,,9:00,27670,27740,27600,27650,3455,,9:05,27610,27740,27600,27660,3087,,9:15,27650,27740,27620,27710,2260,,9:45,27710,27800,27680,27770,3688,,,,,,,,,,,,,,
21/08/31,8:47,27650,27660,27650,27660,36,,8:51,27650,27650,27640,27650,141,,8:55,27660,27670,27650,27670,100,,9:05,27610,27740,27600,27650,2395,,9:15,27650,27710,27620,27710,1002,,9:25,27670,27740,27670,27710,1568,,9:45,27710,27780,27680,27780,2394,,10:45,27770,27770,27710,27740,3127,,,,,,,,,,,,,,
21/08/31,8:48,27660,27660,27660,27660,15,,8:54,27650,27660,27650,27660,67,,9:00,27670,27680,27600,27610,1060,,9:15,27650,27680,27620,27660,692,,9:30,27700,27740,27690,27710,1258,,9:45,27710,27730,27680,27700,1102,,10:15,27780,27800,27750,27770,1294,,11:45,27740,27890,27730,27880,3210,,,,,,,,,,,,,,
21/08/31,8:49,27660,27660,27650,27650,6,,8:57,27650,27670,27650,27670,74,,9:05,27610,27730,27600,27720,1282,,9:25,27670,27730,27670,27720,798,,9:45,27710,27730,27700,27720,656,,10:05,27700,27800,27700,27770,2014,,10:45,27770,27770,27710,27730,2491,,12:45,27890,28100,27870,28080,8898,,,,,,,,,,,,,,
21/08/31,8:50,27650,27650,27650,27650,1,,9:00,27670,27680,27600,27610,652,,9:10,27730,27740,27640,27650,1113,,9:35,27720,27740,27690,27710,770,,10:00,27720,27780,27680,27780,1738,,10:25,27770,27780,27750,27770,572,,11:15,27730,27750,27710,27740,636,,13:45,28080,28160,28070,28130,5552,,,,,,,,,,,,,,
21/08/31,8:51,27650,27650,27650,27650,78,,9:03,27610,27620,27600,27620,567,,9:15,27650,27670,27620,27670,468,,9:45,27710,27730,27700,27720,540,,10:15,27780,27800,27760,27760,853,,10:45,27770,27770,27710,27720,2000,,11:45,27740,27780,27730,27770,690,,14:45,28130,28170,28090,28150,4395,,,,,,,,,,,,,,
21/08/31,8:52,27650,27650,27650,27650,47,,9:06,27620,27730,27610,27710,1000,,9:20,27670,27680,27660,27660,224,,9:55,27720,27720,27680,27700,562,,10:30,27760,27780,27750,27770,441,,11:05,27710,27740,27710,27720,902,,12:15,27770,27890,27770,27880,2520,,15:15,28180,28180,28180,28180,1693,,,,,,,,,,,,,,
21/08/31,8:53,27640,27650,27640,27650,16,,9:09,27710,27740,27700,27700,648,,9:25,27670,27710,27670,27710,310,,10:05,27700,27780,27700,27780,1292,,10:45,27770,27770,27750,27760,1145,,11:25,27730,27750,27730,27740,225,,12:45,27890,27990,27870,27980,3851,,16:30,28160,28190,28130,28140,1766,,,,,,,,,,,,,,
