〔日経２２５〕,　〔１分足〕,,,,,,,　〔３分足〕,,,,,,,　〔５分足〕,,,,,,,　〔１０分足〕,,,,,,,　〔１５分足〕,,,,,,,　〔２０分足〕,,,,,,,　〔３０分足〕,,,,,,,　〔６０分足〕,,,,,,,,　〔日中足〕,,,,,,,　〔夜間足〕,,,,
,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高
21/03/22,8:45,29250,29260,29220,29230,672,,8:45,29250,29260,29200,29200,959,,8:45,29250,29260,29180,29180,1149,,8:45,29250,29260,29110,29120,1881,,8:45,29250,29260,29110,29160,2258,,8:45,29250,29260,29110,29150,3898,,8:45,29250,29260,29110,29170,5318,,8:45,29250,29260,29000,29010,9768,,21/03/22,29250,29260,28920,28930,41179,,21/03/22,28920,29220,28730,29110,16704
21/03/22,8:46,29230,29230,29210,29210,115,,8:48,29200,29200,29150,29180,346,,8:50,29180,29180,29110,29120,732,,8:55,29110,29210,29110,29150,2017,,9:00,29170,29210,29120,29170,3060,,9:05,29150,29190,29090,29090,2940,,9:15,29170,29170,29000,29010,4450,,9:45,29000,29080,28920,29000,6542,,,,,,,,,,,,,,
21/03/22,8:47,29200,29220,29200,29200,172,,8:51,29180,29180,29140,29140,341,,8:55,29110,29180,29110,29160,377,,9:05,29150,29190,29120,29170,1420,,9:15,29170,29170,29040,29070,2284,,9:25,29090,29090,29000,29010,2930,,9:45,29000,29080,28950,28970,3257,,10:45,29010,29120,28950,28960,4906,,,,,,,,,,,,,,
21/03/22,8:48,29200,29200,29180,29190,85,,8:54,29140,29180,29110,29150,455,,9:00,29170,29210,29120,29150,1640,,9:15,29170,29170,29090,29090,1520,,9:30,29070,29070,29000,29010,2166,,9:45,29000,29080,28980,29030,2308,,10:15,28970,29010,28920,29000,3285,,11:45,28960,29110,28940,29030,3007,,,,,,,,,,,,,,
21/03/22,8:49,29180,29190,29180,29180,105,,8:57,29160,29170,29150,29160,157,,9:05,29150,29170,29120,29160,835,,9:25,29090,29090,29010,29020,1441,,9:45,29000,29080,28980,29030,1523,,10:05,29030,29060,28930,28940,2070,,10:45,29010,29120,29010,29080,3026,,12:45,29030,29180,28980,29100,3666,,,,,,,,,,,,,,
21/03/22,8:50,29180,29180,29150,29180,156,,9:00,29170,29210,29120,29190,1337,,9:10,29150,29190,29150,29170,585,,9:35,29020,29060,29000,29010,1489,,10:00,29030,29060,28950,28970,1734,,10:25,28940,29010,28920,29000,2164,,11:15,29080,29110,28950,28960,1880,,13:45,29100,29110,28970,29020,4125,,,,,,,,,,,,,,
21/03/22,8:51,29180,29180,29160,29180,110,,9:03,29190,29200,29140,29160,506,,9:15,29170,29170,29130,29130,565,,9:45,29000,29080,28980,29070,1064,,10:15,28970,28980,28930,28940,1607,,10:45,29010,29120,29010,29080,2230,,11:45,28960,29050,28940,29040,1130,,14:45,29020,29040,28970,28990,5594,,,,,,,,,,,,,,
21/03/22,8:52,29170,29170,29150,29150,95,,9:06,29160,29170,29120,29130,388,,9:20,29130,29130,29090,29090,955,,9:55,29070,29070,28990,29030,1244,,10:30,28940,29010,28920,29000,1678,,11:05,29080,29110,29060,29100,1281,,12:15,29050,29110,29000,29030,1877,,15:15,28930,28930,28930,28930,3571,,,,,,,,,,,,,,
21/03/22,8:53,29140,29150,29140,29140,136,,9:09,29130,29190,29130,29190,478,,9:25,29090,29090,29040,29070,764,,10:05,29030,29060,28950,28970,949,,10:45,29010,29120,29010,29110,1892,,11:25,29100,29100,28950,28960,1395,,12:45,29030,29050,28980,29050,1237,,16:30,28920,28920,28730,28850,4414,,,,,,,,,,,,,,
21/03/22,8:54,29140,29140,29110,29120,235,,9:12,29180,29190,29150,29170,351,,9:30,29070,29070,29010,29020,677,,10:15,28970,28980,28930,28940,1121,,11:00,29110,29120,29060,29080,1134,,11:45,28960,29040,28940,29020,801,,13:15,29060,29180,29060,29100,2429,,17:30,28850,28880,28790,28850,2096,,,,,,,,,,,,,,
