〔日経２２５〕,　〔１分足〕,,,,,,,　〔３分足〕,,,,,,,　〔５分足〕,,,,,,,　〔１０分足〕,,,,,,,　〔１５分足〕,,,,,,,　〔２０分足〕,,,,,,,　〔３０分足〕,,,,,,,　〔６０分足〕,,,,,,,,　〔日中足〕,,,,,,,　〔夜間足〕,,,,
,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高
24/10/28,8:45,37560,37730,37550,37650,1166,,8:45,37560,37730,37550,37630,1602,,8:45,37560,37730,37550,37650,1840,,8:45,37560,37800,37550,37700,2890,,8:45,37560,37830,37550,37810,3545,,8:45,37560,38100,37550,38050,5188,,8:45,37560,38540,37550,38490,9872,,8:45,37560,38690,37550,38440,16665,,24/10/28,37560,38770,37550,38670,37718,,24/10/28,38710,38750,38270,38630,9170
24/10/28,8:46,37640,37690,37630,37660,234,,8:48,37630,37690,37620,37680,376,,8:50,37650,37800,37630,37700,1050,,8:55,37710,38100,37710,38050,2298,,9:00,37810,38540,37750,38490,6327,,9:05,38030,38690,37940,38660,8028,,9:15,38480,38690,38410,38440,6793,,9:45,38430,38630,38380,38620,5155,,,,,,,,,,,,,,
24/10/28,8:47,37660,37670,37600,37630,202,,8:51,37670,37800,37670,37690,794,,8:55,37710,37830,37710,37810,655,,9:05,38030,38540,37940,38490,4684,,9:15,38480,38690,38460,38580,4384,,9:25,38670,38670,38410,38440,3449,,9:45,38430,38610,38380,38560,3669,,10:45,38620,38620,38440,38580,3476,,,,,,,,,,,,,,
24/10/28,8:48,37630,37660,37630,37640,75,,8:54,37700,37730,37690,37730,259,,9:00,37810,38100,37750,38050,1643,,9:15,38480,38690,38460,38660,3344,,9:30,38590,38670,38410,38440,2409,,9:45,38430,38610,38380,38540,3034,,10:15,38560,38630,38490,38620,1486,,11:45,38580,38620,38490,38510,2166,,,,,,,,,,,,,,
24/10/28,8:49,37640,37650,37620,37650,163,,8:57,37740,37830,37720,37810,514,,9:05,38030,38380,37940,38310,2145,,9:25,38670,38670,38550,38580,1865,,9:45,38430,38550,38380,38510,1964,,10:05,38550,38610,38490,38540,1350,,10:45,38620,38620,38460,38510,2467,,12:45,38510,38680,38480,38650,3229,,,,,,,,,,,,,,
24/10/28,8:50,37650,37690,37630,37680,138,,9:00,37810,37980,37750,37970,1025,,9:10,38300,38540,38270,38490,2539,,9:35,38580,38580,38410,38440,1584,,10:00,38510,38610,38470,38560,1705,,10:25,38540,38630,38540,38620,771,,11:15,38520,38580,38440,38580,1009,,13:45,38660,38770,38610,38650,2723,,,,,,,,,,,,,,
24/10/28,8:51,37670,37780,37670,37780,167,,9:03,37980,38100,37940,38000,1248,,9:15,38480,38650,38460,38580,1897,,9:45,38430,38530,38380,38520,1529,,10:15,38560,38580,38490,38560,858,,10:45,38620,38620,38480,38500,1285,,11:45,38580,38620,38570,38590,702,,14:45,38650,38700,38590,38600,3210,,,,,,,,,,,,,,
24/10/28,8:52,37780,37800,37740,37760,260,,9:06,38010,38290,38000,38250,1108,,9:20,38580,38690,38560,38660,1447,,9:55,38520,38610,38470,38540,1505,,10:30,38570,38630,38560,38620,628,,11:05,38510,38540,38460,38500,1502,,12:15,38580,38600,38490,38510,1464,,15:15,38670,38670,38670,38670,1094,,,,,,,,,,,,,,
24/10/28,8:53,37760,37760,37670,37690,367,,9:09,38260,38380,38260,38330,1236,,9:25,38670,38670,38550,38580,1040,,10:05,38550,38610,38550,38560,635,,10:45,38620,38620,38550,38570,743,,11:25,38500,38580,38440,38580,689,,12:45,38510,38610,38480,38600,1804,,16:30,38710,38750,38570,38650,1293,,,,,,,,,,,,,,
24/10/28,8:54,37700,37720,37690,37700,118,,9:12,38340,38540,38340,38490,1710,,9:30,38590,38670,38570,38580,825,,10:15,38560,38560,38490,38540,715,,11:00,38570,38580,38460,38510,1724,,11:45,38580,38620,38570,38610,517,,13:15,38590,38680,38590,38650,1425,,17:30,38650,38670,38470,38470,978,,,,,,,,,,,,,,
24/10/28,8:55,37710,37730,37710,37710,61,,9:15,38480,38640,38460,38630,1359,,9:35,38580,38580,38470,38520,890,,10:25,38540,38610,38540,38590,384,,11:15,38520,38540,38480,38480,465,,12:05,38610,38610,38570,38590,253,,13:45,38660,38770,38650,38670,1644,,18:30,38460,38490,38330,38380,1052,,,,,,,,,,,,,,
24/10/28,8:56,37720,37730,37710,37730,80,,9:18,38630,38660,38550,38650,845,,9:40,38510,38510,38410,38440,694,,10:35,38600,38630,38580,38620,387,,11:30,38480,38580,38440,38580,544,,12:25,38580,38600,38490,38510,1396,,14:15,38680,38710,38610,38650,1079,,19:30,38380,38390,38270,38370,898,,,,,,,,,,,,,,
24/10/28,8:57,37740,37780,37730,37750,139,,9:21,38650,38690,38570,38600,805,,9:45,38430,38490,38380,38460,936,,10:45,38620,38620,38550,38560,541,,11:45,38580,38600,38570,38580,171,,12:45,38510,38570,38480,38570,848,,14:45,38650,38700,38590,38600,3210,,20:30,38370,38370,38280,38320,392,,,,,,,,,,,,,,
