〔日経２２５〕,　〔１分足〕,,,,,,,　〔３分足〕,,,,,,,　〔５分足〕,,,,,,,　〔１０分足〕,,,,,,,　〔１５分足〕,,,,,,,　〔２０分足〕,,,,,,,　〔３０分足〕,,,,,,,　〔６０分足〕,,,,,,,,　〔日中足〕,,,,,,,　〔夜間足〕,,,,
,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高
23/11/06,8:45,32660,32680,32630,32640,904,,8:45,32660,32680,32610,32630,1189,,8:45,32660,32680,32610,32630,1388,,8:45,32660,32680,32610,32620,1863,,8:45,32660,32680,32600,32600,2321,,8:45,32660,32680,32550,32600,4362,,8:45,32660,32680,32550,32620,7112,,8:45,32660,32680,32550,32650,13278,,23/11/06,32660,32770,32550,32670,44344,,23/11/06,32710,32760,32470,32600,15285
23/11/06,8:46,32630,32630,32620,32620,140,,8:48,32630,32650,32610,32610,331,,8:50,32640,32640,32610,32620,475,,8:55,32620,32630,32550,32600,2499,,9:00,32610,32640,32550,32620,4791,,9:05,32600,32680,32590,32670,4816,,9:15,32630,32680,32580,32650,6166,,9:45,32650,32760,32620,32760,7242,,,,,,,,,,,,,,
23/11/06,8:47,32620,32630,32610,32630,145,,8:51,32620,32630,32610,32630,279,,8:55,32620,32630,32600,32600,458,,9:05,32600,32640,32590,32620,2750,,9:15,32630,32680,32600,32600,3576,,9:25,32660,32680,32580,32650,4100,,9:45,32650,32700,32620,32690,3009,,10:45,32760,32770,32700,32740,4241,,,,,,,,,,,,,,
23/11/06,8:48,32630,32650,32630,32630,75,,8:54,32630,32630,32610,32610,193,,9:00,32610,32630,32550,32600,2041,,9:15,32630,32680,32600,32670,2066,,9:30,32600,32650,32580,32650,2590,,9:45,32650,32700,32620,32690,1781,,10:15,32690,32760,32660,32760,4233,,11:45,32730,32760,32670,32690,3405,,,,,,,,,,,,,,
23/11/06,8:49,32640,32640,32630,32630,124,,8:57,32600,32610,32600,32600,329,,9:05,32600,32630,32590,32620,1663,,9:25,32660,32680,32590,32610,2677,,9:45,32650,32700,32620,32690,1317,,10:05,32690,32700,32640,32680,2264,,10:45,32760,32770,32710,32760,2596,,12:45,32700,32750,32680,32730,4221,,,,,,,,,,,,,,
23/11/06,8:50,32640,32640,32610,32610,132,,9:00,32610,32630,32560,32560,1446,,9:10,32620,32640,32600,32620,1087,,9:35,32610,32650,32580,32650,1423,,10:00,32690,32700,32640,32690,1692,,10:25,32690,32760,32680,32760,3197,,11:15,32760,32770,32700,32740,1645,,13:45,32730,32730,32640,32650,4600,,,,,,,,,,,,,,
23/11/06,8:51,32620,32620,32610,32620,112,,9:03,32570,32610,32550,32600,906,,9:15,32630,32630,32600,32610,704,,9:45,32650,32680,32620,32680,1042,,10:15,32690,32720,32660,32710,1851,,10:45,32760,32770,32710,32760,1885,,11:45,32730,32760,32710,32710,1100,,14:45,32650,32760,32650,32720,5098,,,,,,,,,,,,,,
23/11/06,8:52,32620,32620,32610,32620,70,,9:06,32600,32630,32590,32620,1120,,9:20,32610,32680,32610,32670,1362,,9:55,32680,32700,32680,32690,739,,10:30,32710,32760,32710,32760,2382,,11:05,32760,32770,32720,32740,1277,,12:15,32700,32720,32670,32690,2305,,15:15,32670,32670,32670,32670,2259,,,,,,,,,,,,,,
23/11/06,8:53,32610,32630,32610,32630,97,,9:09,32620,32630,32600,32620,675,,9:25,32660,32680,32600,32600,1510,,10:05,32690,32700,32640,32690,1228,,10:45,32760,32770,32710,32710,1316,,11:25,32730,32750,32700,32740,1079,,12:45,32700,32750,32680,32750,2362,,16:30,32710,32760,32690,32700,2637,,,,,,,,,,,,,,
23/11/06,8:54,32630,32630,32610,32620,64,,9:12,32630,32640,32600,32620,644,,9:30,32600,32650,32590,32610,1167,,10:15,32690,32690,32660,32680,1036,,11:00,32720,32770,32720,32760,1280,,11:45,32730,32750,32710,32750,773,,13:15,32750,32750,32700,32730,1859,,17:30,32700,32720,32670,32710,2098,,,,,,,,,,,,,,
