〔日経２２５〕,　〔１分足〕,,,,,,,　〔３分足〕,,,,,,,　〔５分足〕,,,,,,,　〔１０分足〕,,,,,,,　〔１５分足〕,,,,,,,　〔２０分足〕,,,,,,,　〔３０分足〕,,,,,,,　〔６０分足〕,,,,,,,,　〔日中足〕,,,,,,,　〔夜間足〕,,,,
,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高
20/01/22,8:45,23780,23800,23780,23800,618,,8:45,23780,23800,23780,23790,854,,8:45,23780,23810,23780,23800,948,,8:45,23780,23820,23780,23810,1100,,8:45,23780,23820,23780,23800,1351,,8:45,23780,23830,23780,23810,2141,,8:45,23780,23840,23780,23830,4046,,8:45,23780,23870,23780,23850,7251,,20/01/22,23780,24020,23780,24020,38698,,20/01/22,23980,23990,23830,23830,17545
20/01/22,8:46,23800,23800,23800,23800,213,,8:48,23790,23810,23790,23800,185,,8:50,23810,23820,23800,23810,152,,8:55,23810,23830,23800,23810,1041,,9:00,23800,23840,23800,23830,2695,,9:05,23810,23870,23810,23860,3416,,9:15,23830,23870,23830,23850,3205,,9:45,23850,23930,23850,23880,5784,,,,,,,,,,,,,,
20/01/22,8:47,23800,23800,23790,23790,23,,8:51,23810,23820,23810,23810,57,,8:55,23810,23810,23800,23800,251,,9:05,23810,23840,23810,23830,1905,,9:15,23830,23870,23830,23860,2059,,9:25,23860,23870,23840,23850,1694,,9:45,23850,23890,23850,23880,1689,,10:45,23880,23980,23870,23970,7168,,,,,,,,,,,,,,
20/01/22,8:48,23790,23790,23790,23790,12,,8:54,23810,23810,23800,23810,123,,9:00,23800,23830,23800,23810,790,,9:15,23830,23870,23830,23860,1511,,9:30,23860,23870,23840,23850,1146,,9:45,23850,23890,23850,23880,1288,,10:15,23880,23930,23880,23880,4095,,11:45,23970,24020,23960,23990,5516,,,,,,,,,,,,,,
20/01/22,8:49,23800,23810,23800,23800,82,,8:57,23810,23810,23800,23800,132,,9:05,23810,23820,23810,23820,933,,9:25,23860,23870,23850,23860,913,,9:45,23850,23880,23850,23880,732,,10:05,23880,23920,23880,23910,2045,,10:45,23880,23920,23870,23920,3137,,12:45,23980,23990,23960,23980,2116,,,,,,,,,,,,,,
20/01/22,8:50,23810,23810,23800,23800,91,,9:00,23800,23830,23800,23820,537,,9:10,23830,23840,23810,23830,972,,9:35,23860,23860,23840,23850,781,,10:00,23880,23890,23880,23880,957,,10:25,23910,23930,23880,23880,2451,,11:15,23920,23980,23920,23970,4031,,13:45,23980,24010,23960,24010,3250,,,,,,,,,,,,,,
20/01/22,8:51,23810,23820,23810,23810,42,,9:03,23810,23810,23800,23810,415,,9:15,23830,23860,23830,23850,619,,9:45,23850,23870,23850,23860,500,,10:15,23880,23920,23880,23920,2273,,10:45,23880,23900,23870,23900,2047,,11:45,23970,24020,23960,23990,3819,,14:45,24000,24020,23990,24020,5677,,,,,,,,,,,,,,
20/01/22,8:52,23810,23810,23810,23810,3,,9:06,23810,23820,23810,23820,700,,9:20,23850,23870,23840,23860,892,,9:55,23870,23890,23870,23880,788,,10:30,23930,23930,23880,23880,1822,,11:05,23900,23960,23900,23950,3080,,12:15,23990,24010,23980,23990,1697,,15:15,24020,24020,24020,24020,1936,,,,,,,,,,,,,,
20/01/22,8:53,23810,23810,23810,23810,12,,9:09,23820,23830,23810,23810,413,,9:25,23860,23870,23850,23860,548,,10:05,23880,23890,23880,23880,401,,10:45,23880,23900,23870,23880,1563,,11:25,23950,23980,23950,23970,2041,,12:45,23980,23990,23960,23970,1450,,16:30,23980,23990,23950,23970,2845,,,,,,,,,,,,,,
20/01/22,8:54,23810,23810,23810,23810,4,,9:12,23820,23840,23820,23830,630,,9:30,23860,23870,23860,23860,365,,10:15,23880,23920,23880,23910,1644,,11:00,23880,23920,23880,23920,1574,,11:45,23970,24020,23960,24000,3342,,13:15,23970,23980,23970,23980,666,,17:30,23970,23980,23900,23910,2822,,,,,,,,,,,,,,
20/01/22,8:55,23810,23810,23810,23810,70,,9:15,23830,23850,23830,23840,473,,9:35,23860,23860,23850,23850,224,,10:25,23910,23930,23900,23910,1575,,11:15,23920,23970,23920,23950,2824,,12:05,24000,24000,23980,24000,868,,13:45,23980,23980,23960,23980,1437,,18:30,23910,23940,23910,23920,1030,,,,,,,,,,,,,,
20/01/22,8:56,23810,23810,23800,23810,49,,9:18,23840,23860,23840,23850,389,,9:40,23850,23850,23840,23850,557,,10:35,23910,23910,23880,23880,876,,11:30,23960,23980,23960,23970,1207,,12:25,24000,24010,23980,23990,1306,,14:15,23980,24010,23973,24010,1813,,19:30,23920,23930,23900,23900,663,,,,,,,,,,,,,,
20/01/22,8:57,23810,23810,23810,23810,7,,9:21,23850,23870,23840,23850,413,,9:45,23850,23860,23850,23860,219,,10:45,23880,23900,23880,23880,1238,,11:45,23970,24020,23960,24000,2831,,12:45,23980,23990,23970,23970,1008,,14:45,24000,24020,23990,24020,5677,,20:30,23900,23950,23900,23940,776,,,,,,,,,,,,,,
20/01/22,8:58,23800,23810,23800,23810,6,,9:24,23850,23870,23850,23860,372,,9:50,23860,23870,23860,23860,281,,10:55,23880,23900,23870,23900,809,,12:00,24010,24010,23980,23990,988,,13:05,23970,23980,23960,23980,609,,15:15,24020,24020,24020,24020,1936,,21:30,23940,23960,23920,23920,611,,,,,,,,,,,,,,
20/01/22,8:59,23800,23800,23800,23800,119,,9:27,23860,23860,23850,23860,412,,9:55,23870,23880,23870,23880,232,,11:05,23900,23920,23900,23920,1090,,12:15,23990,24000,23980,24000,541,,13:25,23980,23980,23970,23980,499,,16:30,23980,23990,23950,23960,1468,,22:30,23920,23930,23910,23910,685,,,,,,,,,,,,,,
20/01/22,9:00,23800,23830,23800,23820,412,,9:30,23860,23870,23860,23860,212,,10:00,23880,23890,23880,23880,556,,11:15,23920,23960,23920,23950,1990,,12:30,24000,24010,23980,23990,1156,,13:45,23980,23980,23960,23980,926,,17:00,23960,23980,23950,23970,1377,,23:30,23920,23930,23890,23920,2836,,,,,,,,,,,,,,
20/01/22,9:01,23820,23820,23820,23820,94,,9:33,23860,23870,23860,23860,154,,10:05,23880,23880,23880,23880,380,,11:25,23950,23970,23950,23970,1554,,12:45,23980,23990,23970,23970,347,,14:05,23980,23990,23970,23990,1338,,17:30,23970,23980,23910,23920,1226,,0:30,23920,23940,23870,23870,1873,,,,,,,,,,,,,,
20/01/22,9:02,23820,23820,23820,23820,31,,9:36,23860,23860,23850,23850,6,,10:10,23880,23890,23880,23880,21,,11:35,23970,23980,23960,23970,487,,13:00,23980,23990,23960,23970,1103,,14:25,23990,24010,23980,24010,986,,18:00,23920,23930,23900,23910,1596,,1:30,23870,23880,23830,23830,1615,,,,,,,,,,,,,,
20/01/22,9:03,23810,23810,23800,23800,124,,9:39,23850,23850,23840,23850,386,,10:15,23880,23920,23880,23910,952,,11:45,23970,24020,23960,24000,1782,,13:15,23970,23980,23970,23980,191,,14:45,24000,24020,23990,24010,5314,,18:30,23910,23940,23910,23930,444,,2:30,23830,23870,23830,23870,694,,,,,,,,,,,,,,
20/01/22,9:04,23800,23810,23800,23810,129,,9:42,23840,23850,23840,23850,388,,10:20,23910,23920,23910,23910,692,,11:55,24000,24010,23990,24000,1560,,13:30,23970,23980,23970,23980,475,,15:05,24020,24020,24010,24020,363,,19:00,23920,23930,23910,23920,586,,3:30,23870,23880,23850,23870,468,,,,,,,,,,,,,,
20/01/22,9:05,23810,23810,23810,23810,162,,9:45,23850,23860,23850,23860,219,,10:25,23910,23920,23900,23920,629,,12:05,24000,24000,23980,23990,477,,13:45,23980,23980,23960,23970,701,,15:15,24020,24020,24020,24020,1936,,19:30,23920,23930,23910,23920,284,,4:30,23860,23860,23830,23840,575,,,,,,,,,,,,,,
20/01/22,9:06,23810,23820,23810,23820,217,,9:48,23860,23870,23860,23870,165,,10:30,23930,23930,23910,23910,946,,12:15,23990,24000,23980,24000,391,,14:00,23970,23980,23970,23980,736,,16:30,23980,23990,23970,23970,921,,20:00,23920,23920,23900,23900,379,,5:30,23830,23830,23830,23830,52,,,,,,,,,,,,,,
20/01/22,9:07,23820,23820,23820,23820,190,,9:51,23870,23870,23860,23860,116,,10:35,23910,23910,23910,23910,0,,12:25,24000,24010,23990,23990,719,,14:15,23980,23990,23973,23990,1103,,16:50,23960,23970,23950,23950,1090,,20:30,23900,23930,23900,23930,467,,,,,,,,,,,,,,,,,,,,,
20/01/22,9:08,23820,23820,23810,23820,293,,9:54,23860,23870,23860,23870,97,,10:40,23910,23910,23880,23880,876,,12:35,23990,23990,23980,23990,587,,14:30,23980,24010,23980,24010,710,,17:10,23950,23980,23950,23970,834,,21:00,23930,23950,23930,23940,309,,,,,,,,,,,,,,,,,,,,,
20/01/22,9:09,23820,23820,23820,23820,71,,9:57,23870,23880,23870,23880,135,,10:45,23880,23900,23880,23890,745,,12:45,23980,23990,23980,23990,225,,14:45,24000,24020,23990,24000,3343,,17:30,23970,23980,23920,23930,736,,21:30,23940,23960,23930,23930,418,,,,,,,,,,,,,,,,,,,,,
20/01/22,9:10,23830,23830,23820,23820,111,,10:00,23880,23890,23880,23890,377,,10:50,23890,23890,23880,23880,493,,12:55,23980,23990,23970,23970,783,,15:00,24000,24020,23990,24020,2334,,17:50,23930,23930,23910,23930,968,,22:00,23930,23940,23920,23920,193,,,,,,,,,,,,,,,,,,,,,
20/01/22,9:11,23810,23810,23810,23810,231,,10:03,23890,23890,23880,23880,343,,10:55,23880,23880,23870,23880,325,,13:05,23970,23970,23960,23970,442,,15:15,24020,24020,24020,24020,1936,,18:10,23930,23930,23900,23910,1118,,22:30,23920,23920,23920,23920,393,,,,,,,,,,,,,,,,,,,,,
20/01/22,9:12,23820,23820,23820,23820,1,,10:06,23880,23880,23880,23880,87,,11:00,23880,23900,23880,23900,484,,13:15,23970,23980,23970,23980,167,,16:30,23980,23990,23970,23980,610,,18:30,23910,23920,23910,23920,244,,23:00,23920,23930,23910,23910,292,,,,,,,,,,,,,,,,,,,,,
20/01/22,9:13,23820,23820,23820,23820,333,,10:09,23880,23890,23880,23880,142,,11:05,23900,23920,23900,23910,502,,13:25,23980,23980,23970,23970,59,,16:45,23980,23980,23950,23960,858,,18:50,23930,23940,23910,23920,489,,23:30,23920,23930,23900,23930,1486,,,,,,,,,,,,,,,,,,,,,
20/01/22,9:14,23830,23840,23830,23830,296,,10:12,23880,23880,23880,23880,8,,11:10,23900,23920,23900,23920,588,,13:35,23970,23980,23970,23980,440,,17:00,23960,23960,23950,23950,807,,19:10,23920,23920,23910,23920,297,,0:00,23930,23930,23890,23920,1350,,,,,,,,,,,,,,,,,,,,,
20/01/22,9:15,23830,23830,23830,23830,16,,10:15,23880,23900,23880,23890,247,,11:15,23920,23940,23920,23940,553,,13:45,23980,23980,23970,23970,207,,17:15,23950,23980,23950,23970,570,,19:30,23920,23930,23910,23920,281,,0:30,23920,23940,23890,23890,929,,,,,,,,,,,,,,,,,,,,,
20/01/22,9:16,23830,23840,23830,23840,20,,10:18,23900,23920,23900,23920,709,,11:20,23940,23960,23940,23950,1437,,13:55,23970,23980,23960,23980,719,,17:30,23970,23980,23940,23940,509,,19:50,23930,23930,23910,23920,15,,1:00,23890,23890,23870,23870,944,,,,,,,,,,,,,,,,,,,,,
20/01/22,9:17,23840,23850,23830,23840,437,,10:21,23920,23920,23920,23920,488,,11:25,23950,23970,23950,23950,834,,14:05,23980,23980,23970,23980,511,,17:45,23950,23950,23910,23920,717,,20:10,23920,23920,23900,23900,367,,1:30,23870,23880,23860,23860,717,,,,,,,,,,,,,,,,,,,,,
20/01/22,9:18,23840,23840,23840,23840,3,,10:24,23910,23910,23910,23910,378,,11:30,23960,23970,23960,23970,720,,14:15,23980,23990,23973,23990,827,,18:00,23920,23930,23920,23920,696,,20:30,23900,23930,23900,23930,239,,2:00,23870,23870,23830,23830,898,,,,,,,,,,,,,,,,,,,,,
20/01/22,9:19,23850,23860,23840,23850,143,,10:27,23910,23920,23900,23920,451,,11:35,23970,23970,23960,23970,194,,14:25,23990,24000,23980,24000,400,,18:15,23910,23920,23900,23910,900,,20:50,23930,23940,23920,23940,261,,2:30,23830,23850,23830,23850,512,,,,,,,,,,,,,,,,,,,,,
20/01/22,9:20,23850,23860,23850,23850,243,,10:30,23930,23930,23920,23920,686,,11:40,23970,23980,23970,23970,293,,14:35,24000,24010,23990,24010,586,,18:30,23910,23920,23910,23920,188,,21:10,23940,23950,23930,23940,276,,3:00,23840,23870,23840,23870,182,,,,,,,,,,,,,,,,,,,,,
20/01/22,9:21,23850,23850,23840,23850,88,,10:33,23920,23920,23910,23910,260,,11:45,23970,23980,23960,23970,202,,14:45,24000,24020,24000,24000,1863,,18:45,23920,23940,23920,23930,256,,21:30,23940,23960,23940,23940,252,,3:30,23870,23880,23860,23860,273,,,,,,,,,,,,,,,,,,,,,
20/01/22,9:22,23860,23870,23850,23860,259,,10:36,23910,23910,23910,23910,0,,11:50,23980,24020,23980,24000,1580,,14:55,24000,24020,23990,24010,3451,,19:00,23920,23930,23910,23910,374,,21:50,23940,23950,23930,23930,168,,4:00,23860,23870,23850,23870,195,,,,,,,,,,,,,,,,,,,,,
