〔日経２２５〕,　〔１分足〕,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,　〔３分足〕,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,　〔５分足〕,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,　〔１０分足〕,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,　〔１５分足〕,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,　〔２０分足〕,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,　〔３０分足〕,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,　〔６０分足〕,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,　〔日中足〕,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,　〔夜間足〕,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69
,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高
19/04/08,8:45,21940,21970,21930,21950,1395,,8:45,21940,21970,21920,21930,1865,,8:45,21940,21970,21910,21920,2175,,8:45,21940,21970,21900,21900,2677,,8:45,21940,21970,21900,21900,2999,,8:45,21940,21970,21840,21850,4967,,8:45,21940,21970,21840,21840,6767,,8:45,21940,21970,21800,21810,9890,,19/04/08,21940,21970,21730,21770,35685,,19/04/08,21790,21810,21710,21800,11567
19/04/08,8:46,21940,21950,21930,21930,294,,8:48,21930,21930,21910,21920,341,,8:50,21920,21930,21900,21900,502,,8:55,21900,21920,21840,21850,2290,,9:00,21910,21910,21840,21840,3768,,9:05,21850,21860,21810,21830,3118,,9:15,21840,21850,21800,21810,3123,,9:45,21810,21820,21770,21820,7768,,,,,,,,,,,,,,
19/04/08,8:47,21930,21940,21920,21930,176,,8:51,21930,21930,21900,21900,276,,8:55,21900,21920,21900,21900,322,,9:05,21850,21860,21840,21840,1800,,9:15,21840,21850,21810,21830,1620,,9:25,21830,21840,21800,21810,1805,,9:45,21810,21820,21770,21810,3892,,10:45,21820,21830,21770,21790,2638,,,,,,,,,,,,,,
19/04/08,8:48,21930,21930,21910,21910,222,,8:54,21900,21920,21900,21920,282,,9:00,21910,21910,21840,21850,1968,,9:15,21840,21850,21810,21830,1318,,9:30,21830,21840,21800,21810,1503,,9:45,21810,21820,21770,21780,3028,,10:15,21800,21820,21780,21820,3876,,11:45,21790,21790,21730,21740,4790,,,,,,,,,,,,,,
19/04/08,8:49,21910,21920,21910,21920,88,,8:57,21910,21920,21900,21900,235,,9:05,21850,21860,21840,21860,1106,,9:25,21830,21840,21810,21820,759,,9:45,21810,21820,21770,21800,2649,,10:05,21780,21820,21780,21810,2160,,10:45,21820,21830,21800,21800,1170,,12:45,21740,21770,21740,21760,2543,,,,,,,,,,,,,,
19/04/08,8:50,21920,21920,21920,21920,31,,9:00,21910,21910,21870,21880,935,,9:10,21850,21860,21840,21840,694,,9:35,21830,21840,21800,21810,1046,,10:00,21800,21820,21770,21810,1243,,10:25,21810,21820,21790,21820,2580,,11:15,21800,21810,21770,21790,1468,,13:45,21770,21770,21730,21760,2734,,,,,,,,,,,,,,
19/04/08,8:51,21930,21930,21910,21910,181,,9:03,21870,21870,21840,21840,1216,,9:15,21840,21850,21820,21820,660,,9:45,21810,21820,21770,21770,1710,,10:15,21800,21810,21780,21800,1559,,10:45,21820,21830,21810,21820,708,,11:45,21790,21790,21780,21790,421,,14:45,21760,21800,21750,21780,3995,,,,,,,,,,,,,,
19/04/08,8:52,21910,21910,21900,21910,88,,9:06,21840,21850,21840,21850,564,,9:20,21820,21840,21810,21830,658,,9:55,21770,21810,21770,21780,1318,,10:30,21800,21820,21800,21820,2317,,11:05,21820,21820,21780,21780,704,,12:15,21790,21790,21730,21740,4369,,15:15,21770,21770,21770,21770,1327,,,,,,,,,,,,,,
19/04/08,8:53,21910,21910,21900,21900,7,,9:09,21850,21860,21840,21840,669,,9:25,21830,21840,21830,21830,302,,10:05,21780,21820,21780,21810,864,,10:45,21820,21830,21810,21820,695,,11:25,21780,21800,21770,21790,1226,,12:45,21740,21770,21740,21760,1607,,16:30,21790,21790,21760,21770,1694,,,,,,,,,,,,,,
