〔日経２２５〕,　〔１分足〕,,,,,,,　〔３分足〕,,,,,,,　〔５分足〕,,,,,,,　〔１０分足〕,,,,,,,　〔１５分足〕,,,,,,,　〔２０分足〕,,,,,,,　〔３０分足〕,,,,,,,　〔６０分足〕,,,,,,,,　〔日中足〕,,,,,,,　〔夜間足〕,,,,
,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高
22/10/21,8:45,26940,26950,26930,26940,568,,8:45,26940,26950,26930,26940,830,,8:45,26940,26950,26910,26910,1106,,8:45,26940,26950,26900,26900,1572,,8:45,26940,26950,26900,26930,1925,,8:45,26940,26950,26900,26930,3304,,8:45,26940,26950,26870,26900,6146,,8:45,26940,26960,26870,26950,9451,,22/10/21,26940,26980,26870,26900,30054,,22/10/21,26920,27150,26790,27150,31448
22/10/21,8:46,26930,26950,26930,26950,153,,8:48,26940,26940,26900,26910,484,,8:50,26910,26910,26900,26900,466,,8:55,26910,26950,26900,26930,1732,,9:00,26940,26950,26870,26900,4221,,9:05,26940,26940,26870,26920,3811,,9:15,26900,26960,26870,26950,3305,,9:45,26960,26980,26870,26930,5669,,,,,,,,,,,,,,
22/10/21,8:47,26950,26950,26940,26940,109,,8:51,26910,26910,26900,26910,137,,8:55,26910,26930,26900,26930,353,,9:05,26940,26940,26870,26900,2842,,9:15,26900,26930,26880,26910,1527,,9:25,26920,26960,26870,26950,2336,,9:45,26960,26980,26880,26880,2740,,10:45,26920,26960,26910,26940,3121,,,,,,,,,,,,,,
22/10/21,8:48,26940,26940,26940,26940,60,,8:54,26910,26920,26900,26920,227,,9:00,26940,26950,26900,26930,1379,,9:15,26900,26930,26880,26920,969,,9:30,26900,26960,26870,26950,1778,,9:45,26960,26980,26920,26940,1583,,10:15,26890,26940,26870,26930,2929,,11:45,26940,26980,26910,26910,2787,,,,,,,,,,,,,,
22/10/21,8:49,26940,26940,26910,26910,216,,8:57,26910,26930,26910,26930,247,,9:05,26940,26940,26870,26890,1400,,9:25,26920,26920,26870,26880,1047,,9:45,26960,26980,26940,26960,1017,,10:05,26940,26940,26880,26880,1925,,10:45,26920,26960,26910,26920,2093,,12:45,26920,26930,26900,26920,2448,,,,,,,,,,,,,,
22/10/21,8:50,26910,26910,26900,26910,208,,9:00,26940,26950,26910,26930,1012,,9:10,26890,26900,26870,26900,1442,,9:35,26890,26960,26890,26950,1289,,10:00,26950,26950,26880,26880,1723,,10:25,26890,26940,26870,26930,2161,,11:15,26930,26960,26930,26940,1028,,13:45,26920,26920,26880,26880,3234,,,,,,,,,,,,,,
22/10/21,8:51,26910,26910,26900,26900,68,,9:03,26930,26940,26900,26920,536,,9:15,26900,26920,26880,26920,583,,9:45,26960,26980,26940,26960,870,,10:15,26890,26920,26870,26890,1475,,10:45,26920,26960,26910,26930,1684,,11:45,26940,26980,26930,26970,904,,14:45,26880,26900,26870,26890,2517,,,,,,,,,,,,,,
22/10/21,8:52,26910,26910,26900,26910,68,,9:06,26910,26910,26880,26890,872,,9:20,26930,26930,26910,26920,386,,9:55,26960,26960,26920,26940,713,,10:30,26890,26940,26880,26930,1454,,11:05,26930,26960,26920,26940,844,,12:15,26970,26980,26910,26910,1883,,15:15,26900,26900,26900,26900,827,,,,,,,,,,,,,,
22/10/21,8:53,26910,26910,26910,26910,1,,9:09,26890,26900,26870,26870,1295,,9:25,26920,26920,26900,26910,558,,10:05,26940,26940,26880,26880,1157,,10:45,26920,26960,26910,26930,1285,,11:25,26940,26960,26930,26940,593,,12:45,26920,26930,26900,26910,1295,,16:30,26920,26920,26810,26820,2895,,,,,,,,,,,,,,
22/10/21,8:54,26910,26910,26900,26900,121,,9:12,26870,26900,26870,26900,506,,9:30,26900,26900,26870,26880,489,,10:15,26890,26920,26880,26880,768,,11:00,26930,26950,26920,26920,808,,11:45,26940,26960,26930,26960,584,,13:15,26910,26930,26900,26920,1153,,17:30,26820,26830,26790,26810,1357,,,,,,,,,,,,,,
