〔日経２２５〕,　〔１分足〕,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,　〔３分足〕,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,　〔５分足〕,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,　〔１０分足〕,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,　〔１５分足〕,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,　〔２０分足〕,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,　〔３０分足〕,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,　〔６０分足〕,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,　〔日中足〕,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,　〔夜間足〕,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69
,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高
22/05/18,8:45,26860,26890,26840,26850,481,,8:45,26860,26890,26830,26840,571,,8:45,26860,26890,26830,26850,736,,8:45,26860,26890,26830,26840,994,,8:45,26860,26890,26810,26820,1460,,8:45,26860,26910,26810,26900,3012,,8:45,26860,26990,26810,26980,6132,,8:45,26860,27060,26810,27020,10642,,22/05/18,26860,27060,26740,26860,39525,,22/05/18,26860,26930,26240,26290,21913
22/05/18,8:46,26850,26850,26840,26840,65,,8:48,26850,26860,26840,26860,222,,8:50,26860,26870,26840,26840,258,,8:55,26840,26910,26810,26900,2018,,9:00,26820,26990,26810,26980,4672,,9:05,26910,27050,26890,27040,5282,,9:15,26980,27060,26980,27020,4510,,9:45,27010,27010,26750,26760,7764,,,,,,,,,,,,,,
22/05/18,8:47,26840,26840,26830,26840,25,,8:51,26870,26870,26840,26850,181,,8:55,26840,26850,26810,26820,466,,9:05,26910,26990,26890,26980,3120,,9:15,26980,27050,26980,27030,2522,,9:25,27040,27060,27010,27020,2348,,9:45,27010,27010,26940,26970,3355,,10:45,26750,26880,26740,26870,5415,,,,,,,,,,,,,,
22/05/18,8:48,26850,26860,26840,26840,69,,8:54,26850,26850,26830,26850,108,,9:00,26820,26910,26810,26900,1552,,9:15,26980,27050,26980,27040,2162,,9:30,27020,27060,27010,27020,1988,,9:45,27010,27010,26940,26950,2360,,10:15,26970,26970,26750,26760,4409,,11:45,26870,26870,26780,26790,2892,,,,,,,,,,,,,,
22/05/18,8:49,26840,26850,26840,26850,96,,8:57,26850,26850,26810,26820,378,,9:05,26910,26980,26890,26970,1371,,9:25,27040,27060,27010,27040,1464,,9:45,27010,27010,26940,26950,1529,,10:05,26950,26970,26910,26930,1953,,10:45,26750,26850,26740,26820,3901,,12:45,26790,26860,26790,26840,2613,,,,,,,,,,,,,,
22/05/18,8:50,26860,26860,26860,26860,57,,9:00,26820,26890,26810,26890,937,,9:10,26970,26990,26960,26980,1749,,9:35,27050,27050,27010,27020,884,,10:00,26950,26970,26940,26970,1826,,10:25,26930,26940,26750,26760,3451,,11:15,26820,26880,26800,26870,1514,,13:45,26830,26860,26810,26860,3723,,,,,,,,,,,,,,
22/05/18,8:51,26870,26870,26850,26850,47,,9:03,26890,26930,26860,26900,920,,9:15,26980,27040,26980,27030,1553,,9:45,27010,27010,26970,26980,1051,,10:15,26970,26970,26890,26900,1428,,10:45,26750,26850,26740,26840,3433,,11:45,26870,26870,26840,26840,879,,14:45,26860,26940,26860,26880,5042,,,,,,,,,,,,,,
22/05/18,8:52,26850,26860,26850,26850,52,,9:06,26910,26960,26910,26960,782,,9:20,27040,27050,27000,27040,609,,9:55,26980,26990,26940,26950,1309,,10:30,26900,26900,26750,26760,2981,,11:05,26840,26840,26800,26830,1025,,12:15,26840,26840,26780,26790,2013,,15:15,26860,26860,26860,26860,1434,,,,,,,,,,,,,,
22/05/18,8:53,26850,26860,26840,26850,82,,9:09,26950,26990,26950,26980,1207,,9:25,27040,27040,27010,27030,360,,10:05,26950,26970,26940,26970,995,,10:45,26750,26830,26740,26830,2955,,11:25,26830,26880,26830,26870,957,,12:45,26790,26860,26790,26830,1306,,16:30,26860,26900,26820,26850,2739,,,,,,,,,,,,,,
22/05/18,8:54,26850,26850,26840,26840,20,,9:12,26970,26980,26960,26980,826,,9:30,27020,27060,27010,27040,1104,,10:15,26970,26970,26910,26930,958,,11:00,26840,26850,26810,26820,946,,11:45,26870,26870,26840,26860,632,,13:15,26830,26840,26800,26840,1307,,17:30,26860,26890,26820,26870,1355,,,,,,,,,,,,,,
22/05/18,8:55,26840,26850,26830,26830,73,,9:15,26980,27030,26980,27020,1019,,9:35,27050,27050,27010,27040,510,,10:25,26930,26940,26800,26810,1893,,11:15,26820,26850,26800,26840,786,,12:05,26860,26860,26820,26830,668,,13:45,26830,26860,26810,26860,1968,,18:30,26860,26930,26860,26890,1130,,,,,,,,,,,,,,
22/05/18,8:56,26840,26850,26840,26850,15,,9:18,27010,27040,27000,27010,667,,9:40,27040,27040,27020,27020,374,,10:35,26810,26840,26750,26760,1558,,11:30,26850,26880,26830,26870,728,,12:25,26820,26840,26780,26790,1592,,14:15,26850,26860,26830,26860,1755,,19:30,26890,26890,26820,26820,1021,,,,,,,,,,,,,,
22/05/18,8:57,26850,26850,26810,26820,272,,9:21,27020,27020,27000,27020,336,,9:45,27010,27010,26970,26990,624,,10:45,26750,26820,26740,26780,2172,,11:45,26870,26870,26850,26850,472,,12:45,26790,26860,26790,26850,902,,14:45,26860,26940,26860,26880,5042,,20:30,26820,26850,26810,26850,825,,,,,,,,,,,,,,
22/05/18,8:58,26820,26830,26820,26820,21,,9:24,27030,27050,27010,27020,323,,9:50,26990,27000,26970,26980,427,,10:55,26780,26850,26780,26840,1261,,12:00,26850,26860,26840,26840,407,,13:05,26850,26850,26810,26840,802,,15:15,26860,26860,26860,26860,1434,,21:30,26850,26850,26710,26720,1546,,,,,,,,,,,,,,
22/05/18,8:59,26830,26840,26810,26820,85,,9:27,27020,27030,27020,27030,177,,9:55,26980,26990,26940,26950,478,,11:05,26840,26840,26810,26820,468,,12:15,26840,26840,26820,26830,501,,13:25,26840,26840,26800,26840,909,,16:30,26860,26880,26840,26870,1604,,22:30,26720,26760,26650,26660,3011,,,,,,,,,,,,,,
22/05/18,9:00,26820,26840,26810,26820,321,,9:30,27020,27060,27010,27040,862,,10:00,26950,26970,26940,26950,831,,11:15,26820,26830,26800,26830,557,,12:30,26830,26840,26780,26790,1512,,13:45,26830,26840,26810,26830,1048,,17:00,26860,26900,26820,26850,1135,,23:30,26650,26700,26510,26520,2488,,,,,,,,,,,,,,
22/05/18,9:01,26820,26870,26820,26860,355,,9:33,27030,27050,27030,27050,355,,10:05,26950,26950,26940,26950,449,,11:25,26830,26850,26830,26840,467,,12:45,26790,26840,26790,26840,657,,14:05,26840,26860,26830,26840,1554,,17:30,26860,26870,26820,26870,589,,0:30,26520,26560,26460,26480,2018,,,,,,,,,,,,,,
