〔日経２２５〕,　〔１分足〕,,,,,,,　〔３分足〕,,,,,,,　〔５分足〕,,,,,,,　〔１０分足〕,,,,,,,　〔１５分足〕,,,,,,,　〔２０分足〕,,,,,,,　〔３０分足〕,,,,,,,　〔６０分足〕,,,,,,,,　〔日中足〕,,,,,,,　〔夜間足〕,,,,
,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,時刻,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高,,↓日付,始値,高値,安値,終値,出来高
19/02/14,8:45,21110,21130,21100,21100,760,,8:45,21110,21130,21090,21110,1084,,8:45,21110,21130,21090,21120,1258,,8:45,21110,21130,21090,21110,1389,,8:45,21110,21130,21090,21120,1509,,8:45,21110,21190,21090,21180,4356,,8:45,21110,21220,21090,21200,6539,,8:45,21110,21220,21070,21120,12250,,19/02/14,21110,21220,21070,21190,47092,,19/02/14,21210,21240,20930,21030,30098
19/02/14,8:46,21100,21110,21090,21110,323,,8:48,21100,21120,21100,21110,268,,8:50,21110,21120,21110,21110,131,,8:55,21120,21190,21110,21180,2967,,9:00,21130,21220,21110,21200,5030,,9:05,21190,21220,21080,21090,4686,,9:15,21200,21200,21070,21120,5711,,9:45,21120,21190,21100,21180,7475,,,,,,,,,,,,,,
19/02/14,8:47,21110,21110,21110,21110,1,,8:51,21110,21120,21110,21110,31,,8:55,21120,21120,21120,21120,120,,9:05,21190,21220,21160,21200,2183,,9:15,21200,21200,21070,21080,3433,,9:25,21090,21170,21070,21120,3208,,9:45,21120,21140,21100,21140,2773,,10:45,21180,21190,21110,21110,5006,,,,,,,,,,,,,,
19/02/14,8:48,21100,21100,21100,21100,106,,8:54,21120,21120,21110,21120,85,,9:00,21130,21190,21110,21180,2847,,9:15,21200,21200,21080,21090,2503,,9:30,21080,21170,21070,21120,2278,,9:45,21120,21130,21100,21130,1892,,10:15,21140,21190,21120,21180,4702,,11:45,21120,21150,21100,21150,3828,,,,,,,,,,,,,,
19/02/14,8:49,21100,21120,21100,21120,68,,8:57,21120,21120,21120,21120,41,,9:05,21190,21200,21160,21170,1152,,9:25,21090,21120,21070,21110,1330,,9:45,21120,21130,21100,21110,1380,,10:05,21130,21170,21120,21170,2255,,10:45,21180,21190,21120,21130,2734,,12:45,21140,21210,21130,21140,7280,,,,,,,,,,,,,,
19/02/14,8:50,21110,21120,21110,21110,94,,9:00,21130,21170,21110,21160,2117,,9:10,21170,21220,21170,21200,1031,,9:35,21110,21170,21110,21120,1878,,10:00,21110,21140,21110,21140,1393,,10:25,21160,21190,21130,21180,3328,,11:15,21120,21140,21110,21110,2272,,13:45,21140,21160,21120,21130,4613,,,,,,,,,,,,,,
19/02/14,8:51,21110,21120,21110,21110,28,,9:03,21160,21200,21160,21180,1192,,9:15,21200,21200,21140,21140,1084,,9:45,21120,21130,21110,21110,963,,10:15,21140,21170,21120,21150,2178,,10:45,21180,21190,21120,21140,1996,,11:45,21120,21140,21100,21140,2082,,14:45,21140,21150,21100,21150,4148,,,,,,,,,,,,,,
19/02/14,8:52,21110,21110,21110,21110,3,,9:06,21180,21180,21160,21170,642,,9:20,21140,21140,21080,21090,1419,,9:55,21110,21130,21100,21130,929,,10:30,21150,21190,21130,21180,2524,,11:05,21150,21150,21110,21140,1892,,12:15,21140,21150,21130,21150,1746,,15:15,21190,21190,21190,21190,2492,,,,,,,,,,,,,,
19/02/14,8:53,21110,21110,21110,21110,0,,9:09,21180,21190,21160,21190,337,,9:25,21090,21110,21070,21080,930,,10:05,21130,21140,21120,21140,881,,10:45,21180,21190,21140,21140,1410,,11:25,21140,21140,21110,21110,1118,,12:45,21140,21210,21140,21150,4948,,16:30,21210,21240,21180,21200,4267,,,,,,,,,,,,,,
19/02/14,8:54,21120,21120,21110,21110,6,,9:12,21190,21220,21180,21200,742,,9:30,21080,21120,21070,21110,400,,10:15,21140,21170,21120,21170,1374,,11:00,21150,21150,21120,21130,1324,,11:45,21120,21130,21100,21130,1374,,13:15,21150,21150,21130,21140,2332,,17:30,21200,21210,21160,21190,1525,,,,,,,,,,,,,,
19/02/14,8:55,21120,21120,21120,21120,3,,9:15,21200,21200,21160,21170,620,,9:35,21110,21140,21110,21130,331,,10:25,21160,21160,21130,21130,1699,,11:15,21120,21140,21110,21130,1544,,12:05,21130,21140,21120,21140,1237,,13:45,21140,21160,21140,21160,2299,,18:30,21190,21190,21170,21170,703,,,,,,,,,,,,,,
19/02/14,8:56,21120,21120,21120,21120,76,,9:18,21170,21180,21110,21110,777,,9:40,21140,21170,21120,21120,1547,,10:35,21130,21190,21130,21180,1629,,11:30,21120,21140,21110,21110,728,,12:25,21130,21150,21130,21150,1217,,14:15,21160,21160,21120,21130,2314,,19:30,21170,21200,21150,21200,775,,,,,,,,,,,,,,
19/02/14,8:57,21120,21120,21120,21120,7,,9:21,21110,21120,21080,21090,978,,9:45,21120,21130,21120,21130,339,,10:45,21180,21190,21150,21150,845,,11:45,21120,21120,21100,21100,765,,12:45,21140,21210,21140,21160,3748,,14:45,21140,21150,21100,21150,4148,,20:30,21190,21190,21180,21190,619,,,,,,,,,,,,,,
19/02/14,8:58,21120,21120,21120,21120,1,,9:24,21090,21110,21080,21100,454,,9:50,21130,21130,21110,21110,624,,10:55,21150,21160,21120,21140,1151,,12:00,21100,21140,21100,21140,1317,,13:05,21160,21160,21140,21150,2252,,15:15,21190,21190,21190,21190,2492,,21:30,21190,21210,21190,21200,380,,,,,,,,,,,,,,
19/02/14,8:59,21120,21120,21120,21120,33,,9:27,21100,21110,21070,21080,604,,9:55,21110,21110,21100,21110,417,,11:05,21150,21150,21120,21130,738,,12:15,21140,21140,21130,21130,659,,13:25,21144,21150,21130,21140,1280,,16:30,21210,21240,21180,21230,2693,,22:30,21190,21190,20960,20990,6563,,,,,,,,,,,,,,
19/02/14,9:00,21130,21150,21120,21150,416,,9:30,21080,21100,21070,21100,271,,10:00,21110,21130,21110,21130,512,,11:15,21120,21140,21110,21140,1154,,12:30,21130,21150,21130,21150,1087,,13:45,21140,21150,21140,21150,1209,,17:00,21230,21230,21190,21200,1574,,23:30,20990,21020,20930,21020,5831,,,,,,,,,,,,,,
19/02/14,9:01,21150,21150,21110,21130,816,,9:33,21100,21120,21100,21120,172,,10:05,21130,21140,21120,21130,456,,11:25,21140,21140,21110,21130,653,,12:45,21140,21210,21140,21160,3402,,14:05,21150,21160,21130,21140,1625,,17:30,21200,21210,21160,21180,815,,0:30,21010,21050,20960,20970,5075,,,,,,,,,,,,,,
19/02/14,9:02,21130,21170,21130,21160,885,,9:36,21130,21140,21120,21130,286,,10:10,21120,21140,21120,21140,425,,11:35,21130,21140,21110,21110,465,,13:00,21160,21160,21140,21150,1546,,14:25,21140,21150,21120,21130,1779,,18:00,21180,21190,21170,21190,710,,1:30,20970,21080,20930,21050,2710,,,,,,,,,,,,,,
19/02/14,9:03,21160,21180,21160,21180,351,,9:39,21130,21170,21130,21160,743,,10:15,21140,21140,21120,21120,688,,11:45,21120,21120,21100,21110,467,,13:15,21150,21150,21140,21150,1363,,14:45,21140,21140,21100,21140,3286,,18:30,21190,21190,21170,21170,362,,2:30,21050,21060,21030,21050,583,,,,,,,,,,,,,,
19/02/14,9:04,21170,21190,21170,21180,379,,9:42,21160,21160,21120,21120,806,,10:20,21130,21170,21120,21170,686,,11:55,21110,21130,21100,21130,907,,13:30,21140,21150,21130,21140,969,,15:05,21140,21150,21120,21150,862,,19:00,21170,21180,21170,21170,341,,3:30,21060,21060,21040,21060,314,,,,,,,,,,,,,,
19/02/14,9:05,21190,21200,21170,21180,462,,9:45,21120,21130,21120,21120,276,,10:25,21160,21160,21150,21150,804,,12:05,21130,21140,21120,21140,708,,13:45,21140,21150,21140,21150,678,,15:15,21190,21190,21190,21190,2492,,19:30,21170,21170,21150,21170,370,,4:30,21060,21070,21010,21020,700,,,,,,,,,,,,,,
19/02/14,9:06,21180,21180,21170,21170,78,,9:48,21120,21130,21120,21120,79,,10:30,21150,21150,21130,21130,895,,12:15,21140,21140,21130,21140,529,,14:00,21140,21160,21140,21160,1621,,16:30,21210,21218,21180,21200,2183,,20:00,21170,21200,21170,21200,405,,5:30,21030,21030,21030,21030,53,,,,,,,,,,,,,,
19/02/14,9:07,21170,21180,21160,21170,279,,9:51,21120,21130,21120,21130,406,,10:35,21130,21170,21130,21160,660,,12:25,21130,21140,21130,21140,924,,14:15,21160,21160,21130,21140,1246,,16:50,21200,21240,21190,21210,990,,20:30,21190,21190,21180,21190,383,,,,,,,,,,,,,,,,,,,,,
19/02/14,9:08,21170,21170,21170,21170,285,,9:54,21120,21120,21100,21100,335,,10:40,21160,21190,21160,21180,969,,12:35,21140,21150,21140,21150,293,,14:30,21140,21140,21120,21130,1068,,17:10,21200,21200,21190,21200,1094,,21:00,21190,21190,21180,21190,236,,,,,,,,,,,,,,,,,,,,,
19/02/14,9:09,21180,21180,21160,21170,48,,9:57,21110,21110,21100,21110,284,,10:45,21180,21190,21160,21170,486,,12:45,21140,21210,21140,21160,2790,,14:45,21140,21140,21100,21120,2055,,17:30,21200,21210,21170,21170,503,,21:30,21190,21200,21190,21200,148,,,,,,,,,,,,,,,,,,,,,
